Well Name,Depth,Facies,GR,AC,DEN,K
JY41-5,2523.375,2,191.613,253.397,2.718,4.467
JY41-5,2523.5,2,194.113,253.462,2.716,4.195
JY41-5,2524.25,2,186.462,254.463,2.701,5.18
JY41-5,2524.375,2,183.164,254.525,2.709,5.221
JY41-5,2524.5,2,182.628,254.347,2.72,5.185
JY41-5,2525.125,2,174.938,251.576,2.703,4.962
JY41-5,2525.25,2,175.701,251.445,2.705,5.008
JY41-5,2525.375,2,176.596,251.55,2.71,5.056
JY41-5,2526.125,2,178.725,254.019,2.728,4.975
JY41-5,2526.25,2,180.339,254.521,2.731,5.089
JY41-5,2526.375,2,183.28,255.012,2.735,5.243
JY41-5,2527.125,2,181.617,255.457,2.72,5.445
JY41-5,2527.25,2,179.41,254.761,2.716,5.244
JY41-5,2527.375,2,177.695,253.873,2.715,5.05
JY41-5,2528,2,178.108,250.025,2.723,5.176
JY41-5,2528.125,2,175.971,249.991,2.719,5.269
JY41-5,2528.25,2,175.205,250.204,2.714,5.276
JY41-5,2528.875,2,182.537,249.494,2.716,4.465
JY41-5,2529,2,178.026,248.254,2.714,4.335
JY41-5,2529.125,2,172.929,246.999,2.718,4.294
JY41-5,2529.75,2,179.54,247.462,2.726,4.811
JY41-5,2529.875,2,180.642,248.073,2.725,4.916
JY41-5,2530,2,180.674,248.408,2.723,4.982
JY41-5,2530.625,2,178.624,249.629,2.731,4.8
JY41-5,2530.75,2,177.418,250.406,2.728,4.678
JY41-5,2530.875,2,177.107,251.216,2.727,4.633
JY41-5,2531.375,2,184.077,252.736,2.717,4.928
JY41-5,2531.5,2,184.536,252.677,2.715,5.147
JY41-5,2531.625,2,185.313,252.583,2.718,5.322
JY41-5,2532.375,2,181.358,253.602,2.726,5.551
JY41-5,2532.5,2,178.836,253.917,2.729,5.478
JY41-5,2532.625,2,177.019,254.249,2.732,5.503
JY41-5,2533.25,2,176.368,255.209,2.748,5.972
JY41-5,2533.375,2,178.819,255.004,2.746,5.909
JY41-5,2533.5,2,180.659,254.698,2.742,5.761
JY41-5,2534,2,187.24,253.679,2.742,5.168
JY41-5,2534.125,2,186.378,253.541,2.733,5.144
JY41-5,2534.25,2,183.233,253.293,2.724,5.182
JY41-5,2534.875,2,177.201,251.546,2.725,5.493
JY41-5,2535,2,174.544,252.181,2.721,5.521
JY41-5,2535.125,2,173.179,253.212,2.714,5.536
JY41-5,2535.875,2,182.827,255.4,2.699,5.492
JY41-5,2536,2,181.282,254.563,2.699,5.462
JY41-5,2536.125,2,181.363,253.808,2.696,5.436
JY41-5,2536.875,2,190.692,257.522,2.693,5.064
JY41-5,2537,2,193.229,258.335,2.695,4.971
JY41-5,2537.125,2,194.289,258.538,2.695,4.918
JY41-5,2537.875,2,188.411,253.603,2.716,5.093
JY41-5,2538,2,187.172,253.741,2.717,5.167
JY41-5,2538.125,2,187.972,254.11,2.715,5.227
JY41-5,2538.875,2,186.225,259.364,2.715,5.001
JY41-5,2539,2,189.167,259.999,2.706,5.045
JY41-5,2539.125,2,190.624,260.012,2.696,5.115
JY41-5,2540,2,186.347,258.339,2.706,4.853
JY41-5,2540.125,2,185.876,258.724,2.702,4.928
JY41-5,2540.25,2,182.737,259.065,2.699,5.044
JY41-5,2541.5,2,198.955,259.219,2.71,5.58
JY41-5,2541.625,2,195.759,259.344,2.709,5.455
JY41-5,2541.75,2,193.833,259.454,2.709,5.324
JY41-5,2542.625,2,213.597,257.861,2.691,5.473
JY41-5,2542.75,2,213.005,257.608,2.684,5.372
JY41-5,2542.875,2,211.356,257.574,2.675,5.183
JY41-5,2543.375,2,208.361,259.004,2.651,4.18
JY41-5,2543.5,2,207.693,259.275,2.645,4.06
JY41-5,2543.625,2,204.293,259.335,2.643,4.016
JY41-5,2544.375,2,193.576,255.294,2.67,4.472
JY41-5,2544.5,2,190.745,255.548,2.675,4.635
JY41-5,2544.625,2,187.679,256.479,2.679,4.788
JY41-5,2545.25,2,181.529,261.384,2.661,5.495
JY41-5,2545.375,2,183.592,261.623,2.664,5.624
JY41-5,2545.5,2,185.671,261.727,2.666,5.668
JY41-5,2546,2,186.347,258.892,2.645,5.159
JY41-5,2546.125,2,188.056,257.383,2.64,5.001
JY41-5,2546.25,2,189.358,255.968,2.64,4.855
JY41-5,2547,2,189.517,252.368,2.656,3.91
JY41-5,2547.125,2,185.922,251.095,2.661,3.897
JY41-5,2547.25,2,182.934,249.675,2.664,3.973
JY41-5,2548,2,187.422,254.492,2.673,4.764
JY41-5,2548.125,2,191.494,258.258,2.672,4.923
JY41-5,2548.25,2,196.788,262.074,2.67,5.089
JY41-5,2548.875,2,209.681,268.286,2.661,5.333
JY41-5,2549,2,226.167,272.177,2.628,4.753
JY41-5,2549.125,2,227.265,272.069,2.622,4.563
JY41-5,2550,2,224.231,271.349,2.617,4.263
JY41-5,2550.125,2,211.656,260.947,2.586,3.436
JY41-5,2550.25,2,209.697,258.875,2.594,3.292
JY41-5,2551,2,203.426,255.842,2.614,3.042
JY41-5,2551.125,2,196.786,251.406,2.612,3.606
JY41-5,2551.25,2,202.558,255.024,2.598,3.815
JY41-5,2552.125,2,205.121,258.064,2.595,4.063
JY41-5,2552.25,2,236.308,262.619,2.651,4.314
JY41-5,2552.375,2,238.167,263.646,2.653,4.29
JY41-5,2553.25,2,233.436,264.675,2.649,4.248
JY41-5,2553.375,2,189.345,266.035,2.69,4.409
JY41-5,2553.5,2,194.573,267.743,2.686,4.277
JY41-5,2554,2,202.383,269.929,2.681,4.135
JY41-5,2554.125,2,201.701,274.962,2.66,4.124
JY41-5,2554.25,2,199.152,275.312,2.656,4.166
JY41-5,2554.5,2,200.275,275.912,2.654,4.231
JY41-5,2554.625,2,210.141,277.714,2.651,4.399
JY41-5,2554.75,2,214.849,278.49,2.649,4.436
JY41-5,2556,2,215.899,278.956,2.648,4.459
JY41-5,2556.125,2,203.313,275.996,2.65,4.418
JY41-5,2556.25,2,207.325,276.358,2.65,4.35
JY41-5,2556.875,2,208.796,277.032,2.649,4.318
JY41-5,2557,2,206.54,275.696,2.669,4.136
JY41-5,2557.125,2,211.89,275.105,2.669,4.227
JY41-5,2557.25,2,216.394,274.662,2.667,4.483
JY41-5,2557.375,2,219.059,273.804,2.663,4.729
JY41-5,2557.5,2,221.301,272.217,2.658,4.848
JY41-5,2557.625,2,222.288,269.969,2.659,4.927
JY41-5,2557.75,2,219.019,267.53,2.669,4.939
JY41-5,2557.875,2,212.127,265.33,2.686,4.864
JY41-5,2558,2,206.949,263.805,2.696,4.774
JY41-5,2558.125,2,204.513,262.725,2.695,4.694
JY41-5,2558.25,2,200.94,261.501,2.691,4.604
JY41-5,2558.375,2,193.492,259.639,2.696,4.506
JY41-5,2558.5,2,185.071,257.583,2.707,4.416
JY41-5,2558.625,2,182.01,256.205,2.718,4.349
JY41-5,2558.75,2,185.571,256.586,2.719,4.346
JY41-5,2558.875,2,194.44,258.898,2.71,4.416
JY41-5,2559,2,204.926,262.689,2.691,4.474
JY41-5,2559.125,2,213.233,266.65,2.67,4.465
JY41-5,2559.25,2,216.993,269.823,2.652,4.414
JY41-5,2560,2,217.087,271.58,2.641,4.37
JY41-5,2560.125,2,201.586,269.349,2.663,4.129
JY41-5,2560.25,2,203.269,268.205,2.666,4.079
JY41-5,2561,2,203.825,266.862,2.669,4.072
JY41-5,2561.125,2,199.503,263.025,2.675,4.572
JY41-5,2561.25,2,201.476,263.584,2.67,4.664
JY41-5,2562,2,202.295,264.03,2.671,4.717
JY41-5,2562.125,2,199.093,261.659,2.681,4.614
JY41-5,2562.25,2,196.023,259.733,2.665,4.547
JY41-5,2563,2,193.823,256.777,2.648,4.457
JY41-5,2563.125,2,204.875,234.661,2.65,3.754
JY41-5,2563.25,2,200.661,233.046,2.654,3.545
JY41-5,2563.75,2,192.464,231.648,2.66,3.294
JY41-5,2563.875,2,158.541,229.975,2.672,3.317
JY41-5,2564,2,155.52,230.674,2.678,3.486
JY41-5,2564.75,2,155.098,231.303,2.685,3.668
JY41-5,2564.875,2,159.902,234.444,2.679,4.118
JY41-5,2565,2,160.393,236.269,2.674,4.014
JY41-5,2566,2,160.523,238.058,2.671,3.891
JY41-5,2566.125,2,172.429,243.33,2.646,3.737
JY41-5,2566.25,2,174.058,242.662,2.641,3.608
JY41-5,2566.625,2,174.191,242.049,2.638,3.441
JY41-5,2566.75,2,171.805,242.13,2.63,3.184
JY41-5,2566.875,2,171.844,242.635,2.633,3.158
JY41-5,2567.625,2,172.628,243.134,2.633,3.193
JY41-5,2567.75,2,164.314,244.245,2.65,3.704
JY41-5,2567.875,2,164.189,244.276,2.647,3.784
JY41-5,2568.625,2,164.181,244.227,2.644,3.845
JY41-5,2568.75,2,181.129,245.416,2.628,3.902
JY41-5,2568.875,2,181.484,244.744,2.625,3.934
JY41-5,2570,2,179.584,243.47,2.618,3.921
JY41-5,2570.125,2,194.686,237.19,2.644,3.705
JY41-5,2570.25,2,185.233,236.344,2.652,3.783
JY41-5,2571.25,2,178.96,235.445,2.658,3.852
JY41-5,2571.375,2,164.553,231.103,2.691,4.126
JY41-5,2571.5,2,167.477,233.485,2.684,4.207
JY41-5,2572.125,2,171.507,235.824,2.676,4.289
JY41-5,2572.25,2,178.792,241.142,2.635,4.192
JY41-5,2572.375,2,180.409,241.286,2.633,4.05
JY41-5,2573,2,180.39,241.186,2.64,3.887
JY41-5,2573.125,2,179.445,238.496,2.636,3.472
JY41-5,2573.25,2,175.719,238.031,2.635,3.486
JY41-5,2574.125,2,171.511,237.796,2.637,3.512
JY41-5,2574.25,2,169.824,239.641,2.644,3.914
JY41-5,2574.375,2,165.928,239.22,2.642,3.968
JY41-5,2575.75,2,162.779,238.511,2.64,4.023
JY41-5,2575.875,2,178.003,235.485,2.65,4.335
JY41-5,2576,2,174.519,235.679,2.648,4.123
JY41-5,2576.375,2,169.647,235.154,2.653,3.885
JY41-5,2576.5,2,166.337,233.593,2.664,3.482
JY41-5,2576.625,2,166.2,234.225,2.66,3.43
JY41-5,2577.375,2,166.478,235.434,2.656,3.444
JY41-5,2577.5,2,173.285,240.015,2.626,4.231
JY41-5,2577.625,2,172.173,239.874,2.622,4.299
JY41-5,2578.375,2,170.322,239.725,2.623,4.275
JY41-5,2578.5,2,176.621,242.061,2.624,4.04
JY41-5,2578.625,2,175.189,242.531,2.617,3.959
JY41-5,2579.375,2,172.771,242.4,2.62,3.858
JY41-5,2579.5,2,172.552,243.682,2.634,3.76
JY41-5,2579.625,2,182.054,245.784,2.632,3.791
JY41-5,2580.125,2,188.941,247.3,2.637,3.783
JY41-5,2580.25,2,173.683,247.552,2.64,3.349
JY41-5,2580.375,2,170.007,248.977,2.646,3.413
JY41-5,2581,2,171.452,251.371,2.65,3.652
JY41-5,2581.125,2,188.632,258.277,2.633,4.241
JY41-5,2581.25,2,185.84,258.119,2.631,4.093
JY41-5,2582.125,2,182.989,258.343,2.628,3.88
JY41-5,2582.25,2,188.116,261.861,2.618,3.404
JY41-5,2582.375,2,183.574,260.598,2.616,3.491
JY41-5,2583,2,177.455,259.094,2.616,3.548
JY41-5,2583.125,2,174.52,258.302,2.601,3.826
JY41-5,2583.25,2,176.783,260.133,2.602,3.958
JY41-5,2584,2,181.318,262.086,2.604,4.067
JY41-5,2584.125,2,173.995,259.973,2.638,3.759
JY41-5,2584.25,2,169.614,258.43,2.639,3.71
JY41-5,2584.875,2,168.014,257.437,2.633,3.71
JY41-5,2585,2,183.465,259.502,2.607,3.802
JY41-5,2585.125,2,181.611,259.835,2.605,3.738
JY41-5,2585.875,2,178.709,260.021,2.602,3.681
JY41-5,2586,2,175.467,257.939,2.587,3.354
JY41-5,2586.125,2,175.689,257.554,2.585,3.238
JY41-5,2586.875,2,177.12,257.844,2.581,3.133
JY41-5,2587,2,172.485,255.594,2.608,3.126
JY41-5,2587.125,2,175.887,254.226,2.612,3.115
JY41-5,2587.5,2,178.931,253.753,2.607,3.118
JY41-5,2587.625,2,174.865,255.242,2.579,3.461
JY41-5,2587.75,2,177.89,255.735,2.579,3.547
JY41-5,2588.25,2,182.521,255.841,2.581,3.588
JY41-5,2588.375,2,182.611,256.147,2.573,3.204
JY41-5,2588.5,2,182.077,256.884,2.574,3.098
JY41-5,2589.25,2,184.195,257.827,2.573,3.053
JY41-5,2589.375,2,180.289,260.049,2.6,3.841
JY41-5,2589.5,2,187.911,260.764,2.595,4.015
JY41-5,2590,2,196.425,261.303,2.587,4.234
JY41-5,2590.125,2,199.122,263.684,2.577,4.313
JY41-5,2590.25,2,203.248,265.595,2.584,4.098
JY41-5,2590.75,2,207.846,267.631,2.6,3.852
JY41-5,2590.875,2,206.391,265.292,2.613,3.303
JY41-5,2591,2,206.396,263.224,2.602,3.249
JY41-5,2591.5,2,208.832,261.939,2.598,3.261
JY41-5,2591.625,2,224.591,264.146,2.609,4.075
JY41-5,2591.75,2,221.792,263.805,2.61,4.17
JY41-5,2592.125,2,219.453,262.434,2.611,4.216
JY41-5,2592.25,2,206.544,253.336,2.638,3.823
JY41-5,2592.375,2,198.637,250.072,2.648,3.602
JY41-5,2592.875,2,192.166,247.448,2.651,3.362
JY41-5,2593,2,197.125,244.679,2.624,3.21
JY41-5,2593.125,2,196.612,244.407,2.625,3.342
JY41-5,2594,2,193.395,243.562,2.629,3.557
JY41-5,2594.125,2,204.756,239.814,2.612,3.112
JY41-5,2594.25,2,205.576,240.681,2.614,2.975
JY41-5,2594.875,2,202.104,241.135,2.622,2.932
JY41-5,2595,2,199.093,237.712,2.612,3.077
JY41-5,2595.125,2,198.877,236.745,2.609,3.116
JY41-5,2595.25,2,198.393,235.695,2.607,3.147
JY41-5,2595.375,2,198.058,234.842,2.608,3.196
JY41-5,2595.5,2,195.853,234.401,2.616,3.266
JY41-5,2595.625,2,192.33,234.634,2.627,3.323
JY41-5,2595.75,2,189.898,235.71,2.634,3.335
JY41-5,2595.875,2,189.222,237.568,2.628,3.328
JY41-5,2596,2,188.601,239.631,2.616,3.327
JY41-5,2596.125,2,186.891,241.517,2.606,3.353
JY41-5,2596.25,2,185.888,242.971,2.609,3.42
JY41-5,2596.375,2,187.297,243.876,2.618,3.498
JY41-5,2596.5,2,190.715,244.091,2.626,3.524
JY41-5,2596.625,2,192.871,243.622,2.622,3.486
JY41-5,2596.875,2,191.861,242.734,2.611,3.408
JY41-5,2597,2,182.962,240.586,2.588,3.156
JY41-5,2597.125,2,178.033,239.958,2.586,3.076
JY41-5,2597.5,2,174.576,239.94,2.589,3.114
JY41-5,2597.625,2,176.678,241.866,2.592,3.319
JY41-5,2597.75,2,177.352,242.261,2.591,3.329
JY41-5,2598,2,177.064,242.365,2.589,3.32
JY41-5,2598.125,2,179.621,242.955,2.588,3.226
JY41-5,2598.25,2,186.635,243.763,2.594,3.227
JY41-5,2599,2,197.623,244.817,2.61,3.363
JY41-5,2599.125,2,189.561,243.856,2.621,3.244
JY41-5,2599.25,2,190.65,242.753,2.623,3.147
JY41-5,2600.125,2,192.043,241.893,2.627,3.152
JY41-5,2600.25,2,215.668,244.925,2.561,3.423
JY41-5,2600.375,2,218.968,245.006,2.562,3.409
JY41-5,2601.25,2,221.128,245.276,2.561,3.435
JY41-5,2601.375,2,208.536,244.58,2.554,3.138
JY41-5,2601.5,2,204.895,244.382,2.559,3.05
JY41-5,2602.125,2,201.955,244.504,2.565,2.994
JY41-5,2602.25,2,215.49,246.738,2.572,3.016
JY41-5,2602.375,2,215.713,246.327,2.558,3.012
JY41-5,2602.875,2,212.872,245.661,2.549,2.984
JY41-5,2603,2,199.345,245.908,2.55,2.719
JY41-5,2603.125,2,202.089,246.521,2.544,2.683
JY41-5,2603.375,2,206.246,246.97,2.542,2.671
JY41-5,2603.5,2,211.898,247.156,2.55,2.782
JY41-5,2603.625,2,211.615,246.821,2.555,2.856
JY41-5,2604.625,2,209.679,245.937,2.559,2.902
JY41-5,2604.75,2,207.178,242.944,2.557,3.673
JY41-5,2604.875,2,215.454,243.753,2.556,4.057
JY41-5,2605.625,2,221.195,243.723,2.564,4.299
JY41-5,2605.75,2,214.896,241.951,2.571,3.744
JY41-5,2605.875,2,212.919,242.216,2.573,3.586
JY41-5,2606.625,2,215.747,242.794,2.575,3.494
JY41-5,2606.75,2,230.913,249.027,2.549,2.835
JY41-5,2606.875,2,227.116,249.364,2.549,2.682
JY41-5,2607.625,2,224.172,249.535,2.545,2.56
JY41-5,2607.75,2,223.06,251.188,2.525,2.802
JY41-5,2607.875,2,222.867,251.252,2.527,2.848
JY41-5,2608.625,2,222.311,250.928,2.53,2.897
JY41-5,2608.75,2,203.647,244.484,2.532,3.082
JY41-5,2608.875,2,199.438,244.347,2.543,3.061
JY41-5,2609.5,2,198.176,244.24,2.554,3.06
JY41-5,2609.625,2,175.398,241.019,2.573,2.905
JY41-5,2609.75,2,182.158,241.498,2.562,2.849
JY41-5,2610.5,2,188.019,242.216,2.546,2.832
JY41-5,2610.625,2,205.167,248.024,2.527,2.9
JY41-5,2610.75,2,215.214,249.208,2.535,2.838
JY41-5,2611.5,2,224.492,249.54,2.534,2.824
JY41-5,2611.625,2,247.499,246.207,2.501,2.961
JY41-5,2611.75,2,247.18,246.25,2.494,2.913
JY41-5,2612.5,2,245.463,246.578,2.498,2.876
JY41-5,2612.625,2,231.26,252.164,2.494,3.457
JY41-5,2612.75,2,236.597,252.315,2.485,3.357
JY41-5,2613.5,2,242.518,252.026,2.479,3.251
JY41-5,2613.625,2,240.104,247.168,2.491,3.071
JY41-5,2613.75,2,235.295,246.424,2.485,2.936
JY41-5,2614.625,2,232.853,246.094,2.478,2.811
JY41-5,2614.75,2,342.241,265.573,2.489,4.348
JY41-5,2614.875,2,383.445,267.251,2.459,4.299
JY41-5,2615,2,418.372,266.23,2.432,4.271
JY41-5,2615.125,2,439.984,261.819,2.421,4.235
JY41-5,2615.25,2,435.24,254.145,2.431,4.027
JY41-5,2615.375,2,395.534,244.298,2.466,3.589
JY41-5,2615.5,2,326.75,234.854,2.518,3.096
JY41-5,2615.625,2,256.282,228.106,2.576,2.708
JY41-5,2615.75,2,213.388,226.21,2.613,2.431
JY41-5,2615.875,2,203.697,228.734,2.61,2.231
JY41-5,2616,2,210.302,234.457,2.569,2.081
JY41-5,2616.125,2,214.836,241.067,2.518,1.935
JY41-5,2616.25,2,213.092,246.825,2.481,1.734
JY41-5,2616.375,2,207.351,250.569,2.465,1.542
JY41-5,2616.5,2,198.681,252.206,2.465,1.408
JY41-5,2616.625,2,188.415,252.166,2.472,1.329
JY41-5,2616.75,2,182.427,250.89,2.48,1.297
JY41-5,2616.875,2,184.242,249.099,2.488,1.366
JY41-5,2617.625,2,190.967,247.141,2.496,1.585
JY41-5,2617.75,2,199.499,247.019,2.465,2.364
JY41-5,2617.875,2,202.452,248.231,2.462,2.368
JY41-5,2618.5,2,201.064,248.967,2.465,2.332
JY41-5,2618.625,2,174.656,247.25,2.458,2.197
JY41-5,2618.75,2,168.856,246.184,2.465,2.323
JY41-5,2619.625,2,162.439,244.483,2.469,2.489
JY41-5,2619.75,2,142.771,247.148,2.526,3.247
JY41-5,2619.875,2,138.054,249.61,2.53,3.199
JY41-5,2620.5,2,134.219,251.71,2.532,3.124
JY41-5,2620.625,2,158.97,269.262,2.527,3.728
JY41-5,2620.75,2,168.608,273.406,2.535,4.109
JY56-z1,2850.5,1,181.624,219.336,2.733,4.159
JY56-z1,2850.625,1,175.532,214.466,2.731,4.01
JY56-z1,2850.75,1,167.215,208.01,2.728,3.768
JY56-z1,2850.875,1,156.31,203.385,2.724,3.471
JY56-z1,2851,1,142.783,198.718,2.719,3.171
JY56-z1,2851.125,1,129.831,193.254,2.715,2.925
JY56-z1,2851.25,1,121.653,195.31,2.71,2.773
JY56-z1,2851.375,1,117.821,201.337,2.707,2.73
JY56-z1,2851.5,1,117.349,207.898,2.704,2.711
JY56-z1,2851.625,1,120.561,212.349,2.703,2.679
JY56-z1,2851.75,1,128.202,218.369,2.701,2.637
JY56-z1,2851.875,1,138.768,223.733,2.699,2.61
JY56-z1,2852,1,148.658,227.805,2.698,2.625
JY56-z1,2855.5,1,123.936,221.486,2.693,3.08
JY56-z1,2855.625,1,138.077,227.815,2.702,3.313
JY56-z1,2855.75,1,157.527,231.036,2.712,3.522
JY56-z1,2855.875,1,173.599,233.573,2.718,3.594
JY56-z1,2856,1,179.531,235.512,2.718,3.605
JY56-z1,2857.125,1,143.246,230.967,2.643,2.38
JY56-z1,2857.25,1,115.554,223.34,2.634,1.878
JY56-z1,2857.375,1,97.285,211.666,2.633,1.608
JY56-z1,2857.5,1,88.442,198.533,2.631,1.516
JY56-z1,2857.625,1,85.757,193.633,2.625,1.55
JY56-z1,2857.75,1,89.945,197.679,2.618,1.805
JY56-z1,2857.875,1,102.954,203.097,2.608,2.317
JY56-z1,2858,1,122.538,208.713,2.591,2.8
JY56-z1,2858.125,1,138.085,212.239,2.571,2.984
JY56-z1,2858.25,1,139.593,212.103,2.567,2.836
JY56-z1,2858.375,1,125.024,208.472,2.588,2.388
JY56-z1,2858.5,1,102.122,201.853,2.621,1.789
JY56-z1,2858.625,1,80.944,193.841,2.65,1.279
JY56-z1,2858.75,1,66.77,187.124,2.663,1.013
JY56-z1,2858.875,1,60.311,181.812,2.659,0.932
JY56-z1,2859,1,59.364,178.297,2.645,0.925
JY56-z1,2859.125,1,61.256,177.375,2.631,0.928
JY56-z1,2859.25,1,63.627,178.562,2.619,0.941
JY56-z1,2859.375,1,65.753,179.888,2.609,0.951
JY56-z1,2859.5,1,67.127,181.135,2.6,0.945
JY56-z1,2859.625,1,67.825,183.455,2.594,0.944
JY56-z1,2859.75,1,68.768,185.42,2.593,0.948
JY56-z1,2859.875,1,71.49,185.05,2.595,0.94
JY56-z1,2860,1,74.991,184.353,2.598,0.917
JY56-z1,2860.125,1,76.854,183.379,2.6,0.894
JY56-z1,2860.25,1,75.214,182.324,2.599,0.87
JY56-z1,2860.375,1,71.643,182.024,2.598,0.836
JY56-z1,2860.5,1,68.575,182.954,2.594,0.788
JY56-z1,2860.625,1,67.023,184.847,2.59,0.725
JY56-z1,2860.75,1,66.567,186.284,2.587,0.661
JY56-z1,2860.875,1,67.285,187.117,2.587,0.623
JY56-z1,2861,1,70.205,186.848,2.59,0.636
JY56-z1,2861.125,1,76.12,185.703,2.594,0.704
JY56-z1,2861.25,1,83.49,183.614,2.594,0.78
JY56-z1,2861.375,1,88.732,181.525,2.593,0.818
JY56-z1,2861.5,1,90.112,179.966,2.593,0.829
JY56-z1,2861.625,1,88.34,179.193,2.595,0.845
JY56-z1,2861.75,1,84.858,178.65,2.597,0.881
JY56-z1,2861.875,1,80.392,178.679,2.598,0.922
JY56-z1,2862,1,76.703,179.268,2.601,0.946
JY56-z1,2862.125,1,75.041,179.477,2.605,0.944
JY56-z1,2862.25,1,76.065,179.46,2.609,0.921
JY56-z1,2862.375,1,79.989,178.184,2.61,0.87
JY56-z1,2862.5,1,86.574,176.232,2.607,0.828
JY56-z1,2862.625,1,94.253,175.248,2.603,0.839
JY56-z1,2862.75,1,100.602,174.808,2.599,0.926
JY56-z1,2862.875,1,105.836,177.415,2.601,1.138
JY56-z1,2863,1,113.16,189.253,2.613,1.559
JY56-z1,2863.125,1,124.666,202.101,2.641,2.175
JY56-z1,2864.75,2,186.334,239.097,2.729,4.103
JY56-z1,2865,2,183.139,237.273,2.724,4.004
JY56-z1,2865.375,2,180.382,236.383,2.714,3.639
JY56-z1,2865.5,2,178.409,237.074,2.71,3.451
JY56-z1,2865.625,2,178.192,238.154,2.703,3.251
JY56-z1,2866.375,2,152.601,223.37,2.714,2.559
JY56-z1,2866.5,2,133.628,214.84,2.744,2.309
JY56-z1,2866.75,2,104.356,202.746,2.762,1.983
JY56-z1,2867.125,2,115.596,213.184,2.684,2.912
JY56-z1,2867.25,2,131.687,221.84,2.658,3.391
JY56-z1,2867.375,2,149.31,232.963,2.648,3.721
JY56-z1,2867.625,2,177.197,254.803,2.662,4.042
JY56-z1,2867.875,2,192.797,264.676,2.681,4.299
JY56-z1,2868,2,198.527,264.848,2.688,4.412
JY56-z1,2868.25,2,202.489,264.334,2.702,4.58
JY56-z1,2868.375,2,200.754,263.861,2.708,4.574
JY56-z1,2868.625,2,198.02,262.39,2.706,4.362
JY56-z1,2868.75,2,199.364,261.685,2.701,4.22
JY56-z1,2869,2,203.933,261.522,2.695,4.004
JY56-z1,2869.25,2,200.315,263.08,2.689,3.789
JY56-z1,2869.375,2,199.042,263.997,2.688,3.685
JY56-z1,2869.5,2,200.104,264.448,2.689,3.616
JY56-z1,2869.75,2,203.809,263.232,2.699,3.628
JY56-z1,2869.875,2,202.465,261.771,2.701,3.699
JY56-z1,2870,2,198.784,259.954,2.698,3.791
JY56-z1,2870.25,2,193.824,256.697,2.691,4.013
JY56-z1,2870.375,2,194.304,256.262,2.695,4.099
JY56-z1,2870.625,2,195.741,259.285,2.695,4.089
JY56-z1,2870.875,2,199.771,265.331,2.681,3.962
JY56-z1,2871,2,204.394,268.315,2.682,3.889
JY56-z1,2871.25,2,211.455,271.449,2.673,3.759
JY56-z1,2871.5,2,226.782,268.876,2.647,3.655
JY56-z1,2871.625,2,230.538,264.967,2.633,3.623
JY56-z1,2871.75,2,224.608,260.144,2.634,3.604
JY56-z1,2872,2,200.83,249.726,2.667,3.55
JY56-z1,2872.125,2,194.706,244.837,2.68,3.553
JY56-z1,2872.25,2,193.199,240.661,2.686,3.616
JY56-z1,2874.125,2,187.071,242.143,2.665,3.02
JY56-z1,2874.25,2,186.125,243.295,2.663,2.901
JY56-z1,2874.375,2,185.95,244.358,2.663,2.808
JY56-z1,2874.5,2,185.556,244.924,2.663,2.748
JY56-z1,2874.625,2,185.417,245.329,2.663,2.737
JY56-z1,2874.75,2,186.492,245.699,2.663,2.766
JY56-z1,2875,2,190.021,245.966,2.663,2.867
JY56-z1,2875.125,2,189.493,245.589,2.664,2.941
JY56-z1,2875.25,2,189.136,244.793,2.664,3.051
JY56-z1,2875.5,2,191.197,242.298,2.666,3.275
JY56-z1,2875.625,2,189.202,241.303,2.664,3.336
JY56-z1,2875.75,2,185.499,240.591,2.66,3.372
JY56-z1,2876,2,181.968,239.408,2.655,3.335
JY56-z1,2876.125,2,182.889,238.572,2.657,3.254
JY56-z1,2876.25,2,184.038,237.444,2.663,3.19
JY56-z1,2876.5,2,180.435,234.906,2.68,3.246
JY56-z1,2876.625,2,173.312,234.057,2.687,3.302
JY56-z1,2876.75,2,164.72,233.544,2.686,3.348
JY56-z1,2877.625,2,180.531,239.221,2.655,3.653
JY56-z1,2877.75,2,185.464,239.757,2.648,3.828
JY56-z1,2877.875,2,189.524,239.646,2.642,3.965
JY56-z1,2878,2,189.772,239.903,2.64,4.05
JY56-z1,2878.125,2,187.322,240.407,2.643,4.081
