Well Name,Depth,Facies,GR,AC,LLS,LLD
JY41-5,2590.75,2,207.846,267.631,17.94,16.413
JY41-5,2590.875,2,206.391,265.292,29.025,28.427
JY41-5,2591,2,206.396,263.224,35.667,34.534
JY41-5,2591.5,2,208.832,261.939,38.248,36.723
JY41-5,2591.625,2,224.591,264.146,33.9,31.998
JY41-5,2591.75,2,221.792,263.805,31.016,28.985
JY41-5,2592.125,2,219.453,262.434,26.812,24.885
JY41-5,2592.25,2,206.544,253.336,23.082,22.022
JY41-5,2592.375,2,198.637,250.072,27.765,26.627
JY41-5,2592.875,2,192.166,247.448,33.896,32.371
JY41-5,2593,2,197.125,244.679,28.066,25.597
JY41-5,2593.125,2,196.612,244.407,21.835,19.99
JY41-5,2594,2,193.395,243.562,18.517,17.282
JY41-5,2594.125,2,204.756,239.814,57.41,55.1
JY41-5,2594.25,2,205.576,240.681,59.195,56.968
JY41-5,2594.875,2,202.104,241.135,63.205,60.799
JY41-5,2595,2,199.093,237.712,41.81,39.565
JY41-5,2595.125,2,198.877,236.745,39.524,38.046
JY41-5,2595.25,2,198.393,235.695,42.874,42.096
JY41-5,2595.375,2,198.058,234.842,50.249,49.957
JY41-5,2595.5,2,195.853,234.401,57.622,57.385
JY41-5,2595.625,2,192.33,234.634,61.121,60.599
JY41-5,2595.75,2,189.898,235.71,60.225,59.358
JY41-5,2595.875,2,189.222,237.568,57.198,56.035
JY41-5,2596,2,188.601,239.631,53.036,51.561
JY41-5,2596.125,2,186.891,241.517,46.502,44.768
JY41-5,2596.25,2,185.888,242.971,37.646,35.947
JY41-5,2596.375,2,187.297,243.876,29.087,27.757
JY41-5,2596.5,2,190.715,244.091,23.758,22.94
JY41-5,2596.625,2,192.871,243.622,23.246,22.936
JY41-5,2596.875,2,191.861,242.734,28.818,28.971
JY41-5,2597,2,182.962,240.586,56.746,56.718
JY41-5,2597.125,2,178.033,239.958,65.71,64.784
JY41-5,2597.5,2,174.576,239.94,62.408,60.685
JY41-5,2597.625,2,176.678,241.866,37.334,36.182
JY41-5,2597.75,2,177.352,242.261,40.362,39.382
JY41-5,2598,2,177.064,242.365,46.892,45.505
JY41-5,2598.125,2,179.621,242.955,44.843,42.234
JY41-5,2598.25,2,186.635,243.763,33.346,31.058
JY41-5,2599,2,197.623,244.817,22.735,21.26
JY41-5,2599.125,2,189.561,243.856,25.713,24.07
JY41-5,2599.25,2,190.65,242.753,21.496,20.208
JY41-5,2600.125,2,192.043,241.893,20.003,19.204
JY41-5,2600.25,2,215.668,244.925,66.018,64.055
JY41-5,2600.375,2,218.968,245.006,65.471,63.408
JY41-5,2601.25,2,221.128,245.276,64.574,62.297
JY41-5,2601.375,2,208.536,244.58,27.313,26.861
JY41-5,2601.5,2,204.895,244.382,37.564,36.869
JY41-5,2602.125,2,201.955,244.504,46.079,44.547
JY41-5,2602.25,2,215.49,246.738,21.219,20.791
JY41-5,2602.375,2,215.713,246.327,28.301,28.051
JY41-5,2602.875,2,212.872,245.661,38.688,38.304
JY41-5,2603,2,199.345,245.908,53.948,53.105
JY41-5,2603.125,2,202.089,246.521,54.892,53.899
JY41-5,2603.375,2,206.246,246.97,55.459,54.024
JY41-5,2603.5,2,211.898,247.156,43.035,40.921
JY41-5,2603.625,2,211.615,246.821,31.098,29.406
JY41-5,2604.625,2,209.679,245.937,21.955,20.973
JY41-5,2604.75,2,207.178,242.944,52.464,50.98
JY41-5,2604.875,2,215.454,243.753,41.459,39.871
JY41-5,2605.625,2,221.195,243.723,31.353,30.042
JY41-5,2605.75,2,214.896,241.951,37.438,35.923
JY41-5,2605.875,2,212.919,242.216,29.747,28.109
JY41-5,2606.625,2,215.747,242.794,20.804,19.578
JY41-5,2606.75,2,230.913,249.027,22.545,21.963
JY41-5,2606.875,2,227.116,249.364,21.062,20.479
JY41-5,2607.625,2,224.172,249.535,19.765,19.311
JY41-5,2607.75,2,223.06,251.188,25.578,25.679
JY41-5,2607.875,2,222.867,251.252,31.727,31.984
JY41-5,2608.625,2,222.311,250.928,39.811,40.075
JY41-5,2608.75,2,203.647,244.484,50.671,49.405
JY41-5,2608.875,2,199.438,244.347,40.297,39.255
JY41-5,2609.5,2,198.176,244.24,33.298,32.699
JY41-5,2609.625,2,175.398,241.019,45.034,44.87
JY41-5,2609.75,2,182.158,241.498,46.845,46.698
JY41-5,2610.5,2,188.019,242.216,51.016,51.025
JY41-5,2610.625,2,205.167,248.024,21.39,20.219
JY41-5,2610.75,2,215.214,249.208,13.954,13.246
JY41-5,2611.5,2,224.492,249.54,10.969,10.61
JY41-5,2611.625,2,247.499,246.207,25.351,24.895
JY41-5,2611.75,2,247.18,246.25,26.115,25.292
JY41-5,2612.5,2,245.463,246.578,23.249,22.322
JY41-5,2612.625,2,231.26,252.164,13.88,13.579
JY41-5,2612.75,2,236.597,252.315,15.168,15.146
JY41-5,2613.5,2,242.518,252.026,21.176,21.534
JY41-5,2613.625,2,240.104,247.168,63.978,63.79
JY41-5,2613.75,2,235.295,246.424,66.97,66.788
JY41-5,2614.625,2,232.853,246.094,71.816,71.342
JY41-5,2614.75,2,342.241,265.573,14.338,13.774
JY41-5,2614.875,2,383.445,267.251,15.119,14.654
JY41-5,2615,2,418.372,266.23,16.956,16.514
JY41-5,2615.125,2,439.984,261.819,20.279,19.868
JY41-5,2615.25,2,435.24,254.145,26.792,26.374
JY41-5,2615.375,2,395.534,244.298,36.886,36.156
JY41-5,2615.5,2,326.75,234.854,46.304,44.871
JY41-5,2615.625,2,256.282,228.106,48.833,46.694
JY41-5,2615.75,2,213.388,226.21,42.848,40.447
JY41-5,2615.875,2,203.697,228.734,32.818,30.651
JY41-5,2616,2,210.302,234.457,23.516,21.823
JY41-5,2616.125,2,214.836,241.067,16.796,15.629
JY41-5,2616.25,2,213.092,246.825,12.651,11.983
JY41-5,2616.375,2,207.351,250.569,11.469,11.201
JY41-5,2616.5,2,198.681,252.206,13.82,13.77
JY41-5,2616.625,2,188.415,252.166,19.568,19.422
JY41-5,2616.75,2,182.427,250.89,26.249,25.627
JY41-5,2616.875,2,184.242,249.099,29.672,28.477
JY41-5,2617.625,2,190.967,247.141,28.278,26.847
JY41-5,2617.75,2,199.499,247.019,23.443,22.333
JY41-5,2617.875,2,202.452,248.231,22.022,21.16
JY41-5,2618.5,2,201.064,248.967,22.707,22.042
JY41-5,2618.625,2,174.656,247.25,24.36,22.67
JY41-5,2618.75,2,168.856,246.184,21.966,20.94
JY41-5,2619.625,2,162.439,244.483,27.822,27.069
JY41-5,2619.75,2,142.771,247.148,44.89,40.365
JY41-5,2619.875,2,138.054,249.61,34.561,30.583
JY41-5,2620.5,2,134.219,251.71,24.288,21.225
JY41-5,2620.625,2,158.97,269.262,26.057,24.883
JY41-5,2620.75,2,168.608,273.406,35.107,33.092
JY56-z1,2850.5,1,181.624,219.336,74.969,87.647
JY56-z1,2850.625,1,175.532,214.466,130.747,152.177
JY56-z1,2850.75,1,167.215,208.01,205.017,237.81
JY56-z1,2850.875,1,156.31,203.385,264.884,306.543
JY56-z1,2851,1,142.783,198.718,294.022,339.448
JY56-z1,2851.125,1,129.831,193.254,296.527,341.219
JY56-z1,2851.25,1,121.653,195.31,288.777,331.178
JY56-z1,2851.375,1,117.821,201.337,272.296,311.574
JY56-z1,2851.5,1,117.349,207.898,242.8,277.653
JY56-z1,2851.625,1,120.561,212.349,207.303,237.029
JY56-z1,2851.75,1,128.202,218.369,175.406,200.318
JY56-z1,2851.875,1,138.768,223.733,152.239,173.235
JY56-z1,2852,1,148.658,227.805,131.599,148.962
JY56-z1,2855.5,1,123.936,221.486,109.772,125.439
JY56-z1,2855.625,1,138.077,227.815,104.177,118.635
JY56-z1,2855.75,1,157.527,231.036,88.11,100.166
JY56-z1,2855.875,1,173.599,233.573,70.641,80.353
JY56-z1,2856,1,179.531,235.512,59.083,67.352
JY56-z1,2857.125,1,143.246,230.967,66.354,78.411
JY56-z1,2857.25,1,115.554,223.34,105.099,124.538
JY56-z1,2857.375,1,97.285,211.666,185.81,219.9
JY56-z1,2857.5,1,88.442,198.533,308.011,363.403
JY56-z1,2857.625,1,85.757,193.633,423.893,498.381
JY56-z1,2857.75,1,89.945,197.679,444.724,521.173
JY56-z1,2857.875,1,102.954,203.097,354.969,415.075
JY56-z1,2858,1,122.538,208.713,216.437,253.168
JY56-z1,2858.125,1,138.085,212.239,120.466,141.919
JY56-z1,2858.25,1,139.593,212.103,85.569,101.942
JY56-z1,2858.375,1,125.024,208.472,91.914,110.023
JY56-z1,2858.5,1,102.122,201.853,158.723,189.519
JY56-z1,2858.625,1,80.944,193.841,355.935,423.848
JY56-z1,2858.75,1,66.77,187.124,725.516,863.725
JY56-z1,2858.875,1,60.311,181.812,1161.286,1383.51
JY56-z1,2859,1,59.364,178.297,1508.01,1797.428
JY56-z1,2859.125,1,61.256,177.375,1671.102,1991.133
JY56-z1,2859.25,1,63.627,178.562,1709.227,2034.375
JY56-z1,2859.375,1,65.753,179.888,1699.068,2019.652
JY56-z1,2859.5,1,67.127,181.135,1669.77,1982.736
JY56-z1,2859.625,1,67.825,183.455,1613.424,1914.354
JY56-z1,2859.75,1,68.768,185.42,1510.468,1791.477
JY56-z1,2859.875,1,71.49,185.05,1358.773,1612.763
JY56-z1,2860,1,74.991,184.353,1203.086,1431.319
JY56-z1,2860.125,1,76.854,183.379,1086.569,1297.256
JY56-z1,2860.25,1,75.214,182.324,1027.193,1229.777
JY56-z1,2860.375,1,71.643,182.024,1003.569,1203.007
JY56-z1,2860.5,1,68.575,182.954,996.541,1195.151
JY56-z1,2860.625,1,67.023,184.847,994.328,1193.1
JY56-z1,2860.75,1,66.567,186.284,992.11,1190.664
JY56-z1,2860.875,1,67.285,187.117,986.932,1183.545
JY56-z1,2861,1,70.205,186.848,980.783,1174.517
JY56-z1,2861.125,1,76.12,185.703,977.246,1168.609
JY56-z1,2861.25,1,83.49,183.614,976.834,1166.723
JY56-z1,2861.375,1,88.732,181.525,974.94,1163
JY56-z1,2861.5,1,90.112,179.966,970.34,1155.557
JY56-z1,2861.625,1,88.34,179.193,969.244,1151.743
JY56-z1,2861.75,1,84.858,178.65,982.405,1165.114
JY56-z1,2861.875,1,80.392,178.679,1026.984,1217.17
JY56-z1,2862,1,76.703,179.268,1127.068,1337.18
JY56-z1,2862.125,1,75.041,179.477,1290.227,1532.29
JY56-z1,2862.25,1,76.065,179.46,1503.732,1783.684
JY56-z1,2862.375,1,79.989,178.184,1716.001,2027.676
JY56-z1,2862.5,1,86.574,176.232,1887.56,2217.047
JY56-z1,2862.625,1,94.253,175.248,1991.205,2319.354
JY56-z1,2862.75,1,100.602,174.808,2022.824,2331.803
JY56-z1,2862.875,1,105.836,177.415,1928.989,2197.164
JY56-z1,2863,1,113.16,189.253,1592.787,1793.551
JY56-z1,2863.125,1,124.666,202.101,1073.873,1196.466
JY56-z1,2864.75,2,186.334,239.097,37.771,40.147
JY56-z1,2865,2,183.139,237.273,38.364,40.527
JY56-z1,2865.375,2,180.382,236.383,39.994,41.903
JY56-z1,2865.5,2,178.409,237.074,40.82,42.634
JY56-z1,2865.625,2,178.192,238.154,41.743,43.441
JY56-z1,2866.375,2,152.601,223.37,71.349,72.815
JY56-z1,2866.5,2,133.628,214.84,90.943,92.315
JY56-z1,2866.75,2,104.356,202.746,152.793,153.105
JY56-z1,2867.125,2,115.596,213.184,163.46,165.635
JY56-z1,2867.25,2,131.687,221.84,130.628,132.459
JY56-z1,2867.375,2,149.31,232.963,92.214,93.229
JY56-z1,2867.625,2,177.197,254.803,49.864,50.217
JY56-z1,2867.875,2,192.797,264.676,32.84,33.768
JY56-z1,2868,2,198.527,264.848,30.062,31.167
JY56-z1,2868.25,2,202.489,264.334,27.772,29.357
JY56-z1,2868.375,2,200.754,263.861,27.537,29.381
JY56-z1,2868.625,2,198.02,262.39,29.079,31.277
JY56-z1,2868.75,2,199.364,261.685,29.802,32.065
JY56-z1,2869,2,203.933,261.522,27.495,29.752
JY56-z1,2869.25,2,200.315,263.08,24.408,26.775
JY56-z1,2869.375,2,199.042,263.997,24.848,27.378
JY56-z1,2869.5,2,200.104,264.448,26.862,29.631
JY56-z1,2869.75,2,203.809,263.232,33.652,37.154
JY56-z1,2869.875,2,202.465,261.771,36.891,40.824
JY56-z1,2870,2,198.784,259.954,39.25,43.555
JY56-z1,2870.25,2,193.824,256.697,42.147,46.842
JY56-z1,2870.375,2,194.304,256.262,43.342,48.033
JY56-z1,2870.625,2,195.741,259.285,43.948,48.303
JY56-z1,2870.875,2,199.771,265.331,42.177,46.044
JY56-z1,2871,2,204.394,268.315,40.938,44.588
JY56-z1,2871.25,2,211.455,271.449,38.432,41.798
JY56-z1,2871.5,2,226.782,268.876,37.647,41.035
JY56-z1,2871.625,2,230.538,264.967,38.078,41.606
JY56-z1,2871.75,2,224.608,260.144,38.661,42.398
JY56-z1,2872,2,200.83,249.726,39.812,44.01
JY56-z1,2872.125,2,194.706,244.837,40.752,44.996
JY56-z1,2872.25,2,193.199,240.661,40.943,44.926
JY56-z1,2874.125,2,187.071,242.143,48.152,53.313
JY56-z1,2874.25,2,186.125,243.295,44.782,48.761
JY56-z1,2874.375,2,185.95,244.358,37.12,39.834
JY56-z1,2874.5,2,185.556,244.924,26.459,28.239
JY56-z1,2874.625,2,185.417,245.329,17.044,18.336
JY56-z1,2874.75,2,186.492,245.699,11.899,13.082
JY56-z1,2875,2,190.021,245.966,12.27,13.911
JY56-z1,2875.125,2,189.493,245.589,17.547,19.83
JY56-z1,2875.25,2,189.136,244.793,25.559,28.815
JY56-z1,2875.5,2,191.197,242.298,44.38,50.463
JY56-z1,2875.625,2,189.202,241.303,53.061,60.652
JY56-z1,2875.75,2,185.499,240.591,60.186,69.009
JY56-z1,2876,2,181.968,239.408,67.595,77.622
JY56-z1,2876.125,2,182.889,238.572,68.897,79.102
JY56-z1,2876.25,2,184.038,237.444,69.171,79.461
JY56-z1,2876.5,2,180.435,234.906,70.002,81.066
JY56-z1,2876.625,2,173.312,234.057,72.361,84.404
JY56-z1,2876.75,2,164.72,233.544,75.651,88.785
JY56-z1,2877.625,2,180.531,239.221,70.858,83.3
JY56-z1,2877.75,2,185.464,239.757,65.972,77.531
JY56-z1,2877.875,2,189.524,239.646,60.21,70.78
JY56-z1,2878,2,189.772,239.903,54.73,64.446
JY56-z1,2878.125,2,187.322,240.407,50.622,59.849
JY56-z1,2878.25,2,184.482,240.931,49.277,58.695
JY56-z1,2878.375,2,181.292,241.241,50.974,61.338
JY56-z1,2878.5,2,177.188,241.159,55.22,67.131
JY56-z1,2878.625,2,173.101,240.67,60.521,74.078
JY56-z1,2880,2,176.698,245.5,69.053,86.223
JY56-z1,2880.125,2,180.847,245.249,69.449,86.73
JY56-z1,2880.25,2,185.538,244.428,68.241,85.244
JY56-z1,2883.125,2,186.201,264.913,59.908,75.527
JY56-z1,2883.25,2,188.081,265.071,62.128,78.257
JY56-z1,2883.375,2,189.515,265.097,62.31,78.35
JY56-z1,2883.5,2,190.817,265.103,61.464,77.167
JY56-z1,2883.625,2,193.05,265.091,60.456,75.832
JY56-z1,2884,2,185.804,264.795,59.995,74.784
JY56-z1,2884.125,2,180.803,264.706,60.941,75.663
JY56-z1,2884.25,2,179.035,265.148,61.926,76.497
JY56-z1,2884.75,2,191.306,268.203,64.643,78.378
JY56-z1,2884.875,2,191.494,267.972,65.621,79.515
JY56-z1,2886.125,2,190.466,267.539,31.394,35.158
JY56-z1,2886.25,2,191.143,267.968,26.02,28.652
JY56-z1,2886.375,2,190.942,268.856,17.415,19.203
JY56-z1,2886.75,2,190.201,272.27,10.379,12.579
JY56-z1,2886.875,2,191.312,272.557,19.524,23.354
JY56-z1,2887,2,190.751,271.908,35.838,42.573
JY56-z1,2887.875,2,184.363,268.444,63.027,74.921
JY56-z1,2888,2,185.138,268.838,54.51,64.748
JY56-z1,2888.125,2,184.536,269.326,44.174,52.591
JY56-z1,2889,2,189.27,267.933,74.522,89.025
JY56-z1,2889.125,2,187.888,265.961,77.846,92.977
JY56-z1,2889.25,2,186.128,264.033,78.829,94.194
JY56-z1,2890,2,180.871,267.685,60.419,73.015
JY56-z1,2890.125,2,183.39,268.104,61.562,75.055
JY56-z1,2890.25,2,185.988,267.901,65.667,81.124
JY56-z1,2891,2,187.658,265.427,83.328,105.444
JY56-z1,2891.125,2,185.36,265.641,84.481,106.63
JY56-z1,2891.25,2,185.304,265.625,84.657,106.589
JY56-z1,2892.125,2,190.088,262.345,76.235,95.962
JY56-z1,2892.25,2,191.606,262.193,76.551,96.508
JY56-z1,2892.375,2,192.134,262.406,78.016,98.368
JY56-z1,2893,2,206.04,262.707,92.089,114.51
JY56-z1,2893.125,2,206.639,262.014,93.812,116.356
JY56-z1,2893.25,2,206.094,260.985,94.081,116.395
JY56-z1,2893.875,2,197.798,258.876,88.539,109.098
JY56-z1,2894,2,198.72,257.888,87.83,108.065
JY56-z1,2894.125,2,201.937,256.577,88.086,108.003
JY56-z1,2894.625,2,225.633,268.316,70.406,82.968
JY56-z1,2894.75,2,232.297,274.879,47.688,55.802
JY56-z1,2894.875,2,237.981,280.058,27.835,32.668
JY56-z1,2895.5,2,230.469,271.712,27.781,33.117
JY56-z1,2895.625,2,219.259,265.931,28.299,33.935
JY56-z1,2895.75,2,211.028,260.664,27.791,33.657
JY56-z1,2896.5,2,202.826,252.122,56.741,68.429
JY56-z1,2896.625,2,211.022,252.492,53.92,64.637
JY56-z1,2896.75,2,213.836,252.878,48.623,57.805
JY56-z1,2897.375,2,201.478,247.118,33.84,40.263
JY56-z1,2897.5,2,202.957,245.983,55.149,65.335
JY56-z1,2897.625,2,203.683,245.696,79.421,93.981
JY56-z1,2898.375,2,214.601,246.731,84.329,100.365
JY56-z1,2898.5,2,213.344,247.116,92.281,109.969
JY56-z1,2898.625,2,209.516,248.093,99.248,118.631
JY56-z1,2899.125,2,209.189,250.04,75.522,92.999
JY56-z1,2899.25,2,209.761,249.581,71.29,88.277
JY56-z1,2899.375,2,213.236,249.166,71.558,88.948
JY56-z1,2900.125,2,203.368,248.531,107.591,134.583
JY56-z1,2900.25,2,200.59,250.257,105.533,131.738
JY56-z1,2900.375,2,196.759,251.841,99.981,124.29
JY56-z1,2901.125,2,207.358,251.644,32.996,41.97
JY56-z1,2901.25,2,203.285,250.595,47.976,61.053
JY56-z1,2901.375,2,200.415,250.002,73.368,93.14
JY56-z1,2902.125,2,185.318,245.169,90.739,115.008
JY56-z1,2902.25,2,187.379,246.973,95.171,119.828
JY56-z1,2902.375,2,191.92,250.404,92.557,115.589
JY56-z1,2903,2,221.162,256.914,31.738,38.916
JY56-z1,2903.125,2,214.866,254.28,40.406,49.235
JY56-z1,2903.25,2,205.511,252.369,57.322,69.025
JY51-2,3026.875,1,152.842,70.275,13.918,59.481
JY51-2,3027,1,151.346,70.329,17.749,62.687
JY51-2,3027.125,1,133.311,70.304,17.674,81.805
JY51-2,3027.25,1,111.097,70.193,13.122,122.574
JY51-2,3027.375,1,95.076,70.031,7.872,182.98
JY51-2,3027.5,1,89.788,69.863,4.927,241.054
JY51-2,3027.625,1,89.977,69.736,4.071,278.267
JY51-2,3027.75,1,89.579,69.7,4.529,295.778
JY51-2,3027.875,1,85.342,69.808,5.364,314.258
JY51-2,3028,1,79.596,70.072,5.858,335.184
JY51-2,3028.125,1,76.603,70.498,5.731,328.796
JY51-2,3028.25,1,80.937,71.073,5.334,275.998
JY51-2,3028.375,1,94.514,71.757,5.352,190.381
JY51-2,3028.5,1,116.948,72.486,6.464,113.982
JY51-2,3034,1,102.363,57.479,6.128,394.631
JY51-2,3034.125,1,98.089,57.463,4.738,452.011
JY51-2,3034.25,1,97.199,57.476,3.912,483.495
JY51-2,3034.375,1,98.918,57.53,3.74,485.64
JY51-2,3034.5,1,101.835,57.602,4.037,468.019
