Well Name,Depth,Facies,GR,AC,LLS,LLD
JY51-2,3034.625,1,104.275,57.659,4.528,439.559
JY51-2,3034.75,1,105.732,57.669,5.017,405.102
JY51-2,3034.875,1,107.441,57.622,5.478,365.984
JY51-2,3035,1,110.598,57.554,6.017,325.78
JY51-2,3035.125,1,114.647,57.55,6.725,290.305
JY51-2,3035.25,1,117.88,57.677,7.571,263.544
JY51-2,3035.375,1,120.065,57.955,8.423,246.406
JY51-2,3035.5,1,121.504,58.338,9.047,237.095
JY51-2,3035.625,1,121.927,58.721,9.205,237.661
JY51-2,3035.75,1,120.171,58.973,8.755,253.25
JY51-2,3035.875,1,114.751,58.987,7.759,289.379
JY51-2,3036,1,105.472,58.776,6.417,351.328
JY51-2,3036.125,1,94.655,58.443,4.988,428.749
JY51-2,3036.25,1,86.881,58.135,3.841,485.368
JY51-2,3036.375,1,85.403,57.949,3.309,482.79
JY51-2,3036.5,1,90.13,57.914,3.625,420.835
JY51-2,3036.625,1,96.922,57.974,4.737,332.71
JY51-2,3036.75,1,102.505,58.056,6.349,255.327
JY51-2,3036.875,1,106.05,58.118,7.922,202.956
JY51-2,3037,1,108.26,58.191,8.985,174.91
JY51-2,3037.125,1,108.194,58.327,9.437,167.677
JY51-2,3037.25,1,104.542,58.549,9.243,171.574
JY51-2,3037.375,1,99.798,58.812,8.314,175.814
JY51-2,3037.5,1,99.265,59.047,6.931,173.182
JY51-2,3037.625,1,105.841,59.194,5.887,165.508
JY51-2,3037.75,1,115.016,59.266,5.815,159.63
JY51-2,3037.875,1,118.758,59.335,6.888,165.883
JY51-2,3038,1,113.078,59.497,8.615,201.546
JY51-2,3038.125,1,101.73,59.794,9.898,287.101
JY51-2,3038.25,1,91.404,60.191,9.52,414.216
JY51-2,3038.375,1,86.169,60.571,7.572,527.945
JY51-2,3038.5,1,86.162,60.813,5.477,555.402
JY51-2,3038.625,1,90.361,60.858,4.435,482.505
JY51-2,3038.75,1,97.758,60.775,4.551,357.543
JY51-2,3038.875,1,107.478,60.691,5.573,249.809
JY51-2,3039,1,117.074,60.737,7.058,186.007
JY51-2,3039.125,1,123.644,60.97,8.52,155.532
JY51-2,3039.25,1,126.573,61.379,9.659,140.585
JY51-2,3039.375,1,127.578,61.884,10.531,135.549
JY51-2,3039.5,1,126.489,62.389,11.312,140.009
JY51-2,3039.625,1,119.644,62.827,11.655,155.062
JY51-2,3039.75,1,105.863,63.178,10.778,184.627
JY51-2,3040.5,1,138.542,65.797,7.668,144.684
JY51-2,3040.625,1,139.72,66.44,10.86,138.499
JY51-2,3040.75,1,134.788,66.99,13.389,149.561
JY51-2,3040.875,1,128.2,67.436,13.75,171.929
JY51-2,3041,1,121.84,67.824,12.021,195.605
JY51-2,3041.125,1,116.728,68.226,9.786,207.211
JY51-2,3041.25,1,114.588,68.674,8.123,194.951
JY51-2,3041.375,1,118.042,69.15,7.44,159.464
JY51-2,3041.5,1,129.052,69.598,7.923,113.969
JY51-2,3044.625,1,127.651,71.113,11.098,233.079
JY51-2,3044.75,1,117.801,71.25,8.2,312.008
JY51-2,3044.875,1,111.139,71.376,6.401,389.534
JY51-2,3045,1,106.641,71.54,5.734,458.144
JY51-2,3045.125,1,102.335,71.794,5.82,538.198
JY51-2,3045.25,1,97.409,72.166,6.087,666.061
JY51-2,3045.375,1,92.652,72.629,6.084,845.14
JY51-2,3045.5,1,88.501,73.125,5.712,1016.283
JY51-2,3045.625,1,84.747,73.59,5.175,1096.703
JY51-2,3045.75,1,81.209,73.983,4.727,1054.631
JY51-2,3045.875,1,78.499,74.312,4.517,935.525
JY51-2,3046,1,77.573,74.635,4.593,800.664
JY51-2,3046.125,1,79.308,75.037,4.944,670.613
JY51-2,3046.25,1,84.369,75.565,5.471,531.187
JY51-2,3046.375,1,93.316,76.194,6.029,381.276
JY51-2,3046.5,1,107.821,76.864,6.63,244.753
JY51-2,3046.625,1,128.999,77.514,7.561,146.983
JY51-2,3046.75,1,154.639,78.103,9.368,92.008
JY51-2,3046.875,1,179.036,78.621,12.676,65.349
JY51-2,3050.875,2,181.742,87.178,15.981,43.868
JY51-2,3051,2,175.43,87.082,16.008,46.33
JY51-2,3051.125,2,167.55,87.023,15.857,53.919
JY51-2,3051.25,2,157.413,87.017,14.985,70.227
JY51-2,3051.375,2,143.621,87.044,13.185,96.95
JY51-2,3051.5,2,127.417,87.084,11.071,132.088
JY51-2,3051.625,2,113.334,87.133,9.548,168.895
JY51-2,3051.75,2,105.441,87.207,8.991,196.271
JY51-2,3051.875,2,104.238,87.309,9.221,202.942
JY51-2,3052,2,107.913,87.43,10.009,184.75
JY51-2,3052.125,2,115.207,87.58,11.332,148.903
JY51-2,3052.75,2,159.607,89.594,18.091,32.02
JY51-2,3052.875,2,161.003,90.077,18.433,24.504
JY51-2,3053,2,162.138,90.503,18.745,18.926
JY51-2,3053.75,2,192.832,93.346,20.975,25.98
JY51-2,3053.875,2,195.509,93.915,20.935,26.377
JY51-2,3054,2,196.842,94.448,20.968,26.599
JY51-2,3054.75,2,199.708,96.034,22.316,27.84
JY51-2,3054.875,2,198.12,96.168,21.955,28.368
JY51-2,3055,2,197.041,96.353,21.615,28.847
JY51-2,3055.75,2,198.012,96.834,19.692,30.48
JY51-2,3055.875,2,198.917,96.652,19.852,30.702
JY51-2,3056,2,200.281,96.473,20.101,30.801
JY51-2,3056.75,2,188.383,95.618,21.278,29.343
JY51-2,3056.875,2,187.104,95.502,21.464,27.621
JY51-2,3057,2,186.594,95.338,21.149,24.392
JY51-2,3057.75,2,188.286,93.883,19.871,23.95
JY51-2,3057.875,2,188.588,93.79,19.678,25.868
JY51-2,3058,2,188.402,93.722,19.752,24.497
JY51-2,3058.75,2,194.526,93.223,20.477,24.805
JY51-2,3058.875,2,198.933,93.494,20.502,27.582
JY51-2,3059,2,199.656,93.937,20.433,26.661
JY51-2,3059.75,2,196.919,95.239,19.612,11.157
JY51-2,3059.875,2,196.461,95.096,19.423,13.22
JY51-2,3060,2,197.179,94.976,19.115,17.148
JY51-2,3060.75,2,194.546,94.353,17.28,35.043
JY51-2,3060.875,2,194.005,94.265,17.544,34.891
JY51-2,3061,2,192.133,94.219,18.054,33.558
JY51-2,3061.75,2,190.989,94.297,18.207,29.631
JY51-2,3061.875,2,192.788,94.321,18.084,29.846
JY51-2,3062,2,193.159,94.302,18.25,29.277
JY51-2,3062.75,2,196.484,94.451,19.15,18.646
JY51-2,3062.875,2,197.961,94.478,19.413,13.781
JY51-2,3063,2,197.691,94.451,19.591,11.157
JY51-2,3063.75,2,204.037,94.499,19.914,23.908
JY51-2,3063.875,2,205.067,94.53,20.388,27.252
JY51-2,3064,2,206.055,94.537,20.517,29.282
JY51-2,3064.75,2,209.6,94.474,19.255,35.302
JY51-2,3064.875,2,209.411,94.422,19.169,35.646
JY51-2,3065,2,211.269,94.392,19.144,36.135
JY51-2,3065.75,2,228.722,94.749,19.237,26.24
JY51-2,3065.875,2,230.068,94.801,18.263,28.436
JY51-2,3066,2,226.645,94.803,17.735,32.177
JY51-2,3066.75,2,213.593,93.531,17.387,17.054
JY51-2,3066.875,2,216.469,93.407,17.305,25.858
JY51-2,3067,2,219.479,93.413,17.526,36.844
JY51-2,3067.75,2,222.793,94.041,17.389,50.717
JY51-2,3067.875,2,222.377,94.182,17.136,50.313
JY51-2,3068,2,220.049,94.443,16.877,49.667
JY51-2,3068.75,2,175.776,97.033,14.998,52.666
JY51-2,3068.875,2,163.135,97.229,13.797,55.345
JY51-2,3069,2,165.213,97.349,13.613,55.43
JY51-2,3069.625,2,217.704,98.292,20.11,31.297
JY51-2,3069.75,2,211.116,98.532,19.675,29.193
JY51-2,3069.875,2,209.662,98.742,19.527,27.04
JY51-2,3070.75,2,218.409,99.046,21.047,19.82
JY51-2,3070.875,2,215.081,99.143,20.799,21.904
JY51-2,3071,2,211.919,99.337,20.817,23.268
JY51-2,3071.75,2,210.497,101.04,21.749,6.053
JY51-2,3071.875,2,210.757,101.213,21.713,7.221
JY51-2,3072,2,210.919,101.341,21.777,11.228
JY51-2,3072.75,2,217.588,101.354,21.511,20.501
JY51-2,3072.875,2,219.99,101.315,21.849,19.956
JY51-2,3073,2,222.261,101.272,22.454,20.194
JY51-2,3073.75,2,216.372,100.076,21.182,15.223
JY51-2,3073.875,2,216.792,99.797,21.02,17.908
JY51-2,3074,2,216.262,99.578,21.062,21.659
JY51-2,3074.5,2,207.473,99.147,21.349,15.19
JY51-2,3074.625,2,207.258,98.987,21.476,12.608
JY51-2,3074.75,2,206.158,98.757,21.326,12.081
JY51-2,3075.75,2,222.267,95.182,22.005,16.358
JY51-2,3075.875,2,222.459,95.045,21.038,19.094
JY51-2,3076,2,223.23,94.948,20.398,21.398
JY51-2,3076.75,2,187.233,94.849,16.351,31.581
JY51-2,3076.875,2,183.019,94.883,15.949,30.748
JY51-2,3077,2,186.233,94.936,16.777,28.298
JY51-2,3077.75,2,222.666,94.686,22.875,14.818
JY51-2,3077.875,2,222.648,94.437,22.477,15.299
JY51-2,3078,2,219.95,94.265,22.128,16.971
JY51-2,3078.75,2,206.502,93.212,20.793,25.298
JY51-2,3078.875,2,207.183,93.034,20.767,25.192
JY51-2,3079,2,209.669,92.941,20.793,24.101
JY51-2,3079.75,2,200.463,91.875,19.061,17.263
JY51-2,3079.875,2,197.487,91.664,18.976,23.256
JY51-2,3080,2,197.418,91.514,19.121,28.239
JY51-2,3080.75,2,206.696,89.437,21.014,15.364
JY51-2,3080.875,2,210.274,89.177,20.066,15.863
JY51-2,3081,2,212.296,89.116,19.864,17.328
JY51-2,3081.75,2,204.642,89.681,20.2,11.762
JY51-2,3081.875,2,200.055,89.548,19.533,12.092
JY51-2,3082,2,193.909,89.398,18.333,15.615
JY51-2,3082.75,2,176.19,87.801,16.262,46.017
JY51-2,3082.875,2,175.625,87.568,16.515,45.829
JY51-2,3083,2,176.26,87.406,16.495,45.834
JY51-2,3083.75,2,173.385,85.406,15.129,45.963
JY51-2,3083.875,2,173.186,84.851,15.297,45.199
JY51-2,3084,2,174.259,84.322,15.846,44.233
JY51-2,3084.75,2,183.019,82.528,16.657,40.705
JY51-2,3084.875,2,184.422,82.42,16.853,37.274
JY51-2,3085,2,186.361,82.304,16.721,34.523
JY51-2,3085.625,2,171.218,81.6,14.75,54.592
JY51-2,3085.75,2,170.72,81.544,14.929,57.722
JY51-2,3085.875,2,175.23,81.565,15.058,58.233
JY51-2,3086.75,2,183.576,83.242,15.662,46.412
JY51-2,3086.875,2,182.357,83.777,15.794,46.529
JY51-2,3087,2,182.943,84.264,15.805,47.216
JY51-2,3087.75,2,183.292,84.131,15.076,48.653
JY51-2,3087.875,2,178.57,82.913,15.153,47.189
JY51-2,3088,2,176.388,82.061,15.418,45.894
JY51-2,3088.625,2,168.557,81.252,14.481,39.77
JY51-2,3088.75,2,166.05,81.988,14.11,42.158
JY51-2,3088.875,2,165.266,82.631,14.017,45.294
JY51-2,3089.75,2,183.617,83.744,16.216,47.3
JY51-2,3089.875,2,184.631,83.621,16.268,46.559
JY51-2,3090,2,184.048,83.586,16.319,45.971
JY51-2,3091.125,2,202.465,85.976,14.182,33.358
JY51-2,3091.25,2,218.361,86.227,14.612,25.767
JY51-2,3091.375,2,230.36,86.293,14.876,20.842
JY51-2,3091.75,2,230.973,85.625,14.161,21.588
JY51-2,3091.875,2,224.817,85.462,14.195,23.128
JY51-2,3092,2,215.501,85.426,14.48,24.044
JY51-2,3092.75,2,180.91,84.711,15.002,28.274
JY51-2,3092.875,2,182.833,84.622,15.086,20.511
JY51-2,3093,2,187.042,84.543,15.355,13.612
JY51-2,3093.75,2,190.698,84.338,16.106,44.356
JY51-2,3093.875,2,188.154,84.231,16.317,44.011
JY51-2,3094,2,186.204,84.058,16.415,42.147
JY51-2,3094.75,2,194.543,82.812,15.757,22.185
JY51-2,3094.875,2,194.153,82.702,15.492,15.491
JY51-2,3095,2,192.255,82.653,15.321,12.309
JY51-2,3095.75,2,187.398,81.786,16.553,42.527
JY51-2,3095.875,2,187.586,81.588,16.617,43.224
JY51-2,3096,2,188.935,81.429,16.356,43.72
JY51-2,3096.75,2,182.256,80.686,15.29,52.927
JY51-2,3096.875,2,180.725,80.617,15.253,54.985
JY51-2,3097,2,180.748,80.611,15.251,57.085
JY51-2,3097.75,2,182.415,80.379,13.685,83.611
JY51-2,3097.875,2,187.478,80.234,14.005,86.143
JY51-2,3098,2,190.779,80.15,14.727,83.937
JY51-2,3098.75,2,179.885,81.244,15.756,36.613
JY51-2,3098.875,2,177.437,81.558,15.468,36.05
JY51-2,3099,2,177.88,81.85,15.266,38.537
JY51-2,3099.75,2,180.313,82.744,15.763,23.979
JY51-2,3099.875,2,181.074,83.015,15.494,18.948
JY51-2,3100,2,182.266,83.337,15.262,18.606
JY51-2,3100.75,2,177.452,83.828,16.66,49.857
JY51-2,3100.875,2,179.555,83.782,16.198,47.958
JY51-2,3101,2,182.562,83.804,15.344,44.13
JY51-2,3101.75,2,193.25,84.322,14.839,50.946
JY51-2,3101.875,2,194.613,84.565,14.864,50.901
JY51-2,3102,2,195.716,84.759,15.129,50.738
JY51-2,3102.75,2,175.825,84.324,14.182,59.448
JY51-2,3102.875,2,170.635,84.353,14.142,52.35
JY51-2,3103,2,168.991,84.436,14.285,44.585
JY51-2,3103.75,2,197.258,85.372,17.747,43.568
JY51-2,3103.875,2,199.402,85.464,17.93,36.138
JY51-2,3104,2,197.59,85.54,17.539,27.411
JY51-2,3104.625,2,191.839,86.394,15.964,13.187
JY51-2,3104.75,2,190.085,86.502,16.004,17.691
JY51-2,3104.875,2,190.832,86.585,16.306,26.033
JY51-2,3105.75,2,173.356,87.839,15.183,43.685
JY51-2,3105.875,2,171.859,87.918,15.334,45.18
JY51-2,3106,2,175.51,88.022,16.21,45.304
JY51-2,3106.75,2,186.727,87.7,17.156,38.289
JY51-2,3106.875,2,188.457,87.796,17.114,43.112
JY51-2,3107,2,190.33,88.001,17.138,44.729
JY51-2,3107.625,2,191.686,89.99,16.012,19.407
JY51-2,3107.75,2,189.283,90.387,16.106,19.506
JY51-2,3107.875,2,188.522,90.733,16.294,19.974
JY51-2,3108.75,2,188.018,90.599,17.65,21.888
JY51-2,3108.875,2,189.291,90.112,17.994,36.491
JY51-2,3109,2,187.283,89.679,17.948,47.402
JY51-2,3109.75,2,178.96,88.9,16.803,39.709
JY51-2,3109.875,2,180.471,89.038,16.203,33.552
JY51-2,3110,2,179.885,89.251,15.646,26.085
JY51-2,3110.75,2,191.847,90.7,17.069,33.257
JY51-2,3110.875,2,191.334,90.663,16.888,41.2
JY51-2,3111,2,189.526,90.479,16.755,47.496
JY51-2,3111.75,2,170.925,87.538,15.614,46.018
JY51-2,3111.875,2,179.531,87.141,15.814,44.732
JY51-2,3112,2,185.418,86.788,16.133,46.047
JY51-2,3112.75,2,183.183,84.56,15.553,43.22
JY51-2,3112.875,2,181.664,84.454,15.181,30.961
JY51-2,3113,2,180.4,84.462,15.046,21.221
JY51-2,3113.75,2,181.889,85.093,15.285,60.521
JY51-2,3113.875,2,183.554,85.067,14.805,62.51
JY51-2,3114,2,187.087,85.001,14.338,64.317
JY51-2,3114.75,2,207.024,86.456,15.137,63.757
JY51-2,3114.875,2,210.453,86.92,15.668,57.996
JY51-2,3115,2,213.125,87.299,16.205,49.662
JY51-2,3115.75,2,238.033,89.027,17.495,24.226
JY51-2,3115.875,2,241.981,89.286,17.762,27.892
JY51-2,3116,2,244.594,89.464,17.748,31.536
JY51-2,3116.625,2,223.049,89.409,16.012,13.652
JY51-2,3116.75,2,216.3,89.218,15.622,16.34
JY51-2,3116.875,2,212.292,88.934,15.316,26.608
JY51-2,3117.75,2,210.991,86.973,14.509,44.617
JY51-2,3117.875,2,212.119,87.043,14.751,42.893
JY51-2,3118,2,211.245,87.143,14.8,37.95
JY51-2,3118.75,2,201.062,86.065,13.046,55.388
JY51-2,3118.875,2,201.109,85.742,12.916,64.794
JY51-2,3119,2,200.958,85.385,13.127,67.429
JY51-2,3119.75,2,216.691,81.938,14.572,69.571
JY51-2,3119.875,2,216.053,81.805,14.861,70.403
JY51-2,3120,2,213.587,81.84,14.884,67.637
JY51-2,3120.75,2,203.315,80.841,12.928,45.767
JY51-2,3120.875,2,204.388,80.329,13.13,47.8
JY51-2,3121,2,206.197,79.91,13.837,51.513
JY51-2,3121.75,2,197.751,82.348,13.681,67.485
JY51-2,3121.875,2,199.076,83.353,13.563,52.444
JY51-2,3122,2,200.575,84.303,13.482,37.139
JY51-2,3122.75,2,199.617,87.188,13.715,45.792
JY51-2,3122.875,2,194.529,87.296,12.95,68.363
JY51-2,3123,2,190.145,87.344,12.607,84.952
JY51-2,3123.75,2,177.034,87.803,12.483,91.525
JY51-2,3123.875,2,179.197,87.828,12.668,80.966
JY51-2,3124,2,187.739,87.895,12.891,63.217
JY51-2,3124.75,2,220.514,88.132,13.977,33.637
JY51-2,3124.875,2,209.618,88.021,13.058,61.783
JY51-2,3125,2,200.075,87.938,12.377,88.287
JY51-2,3125.75,2,195.766,87.596,12.956,34.808
JY51-2,3125.875,2,198.144,87.496,12.266,23.094
JY51-2,3126,2,200.502,87.365,11.892,16.766
JY51-2,3126.75,2,210.597,87.254,12.549,136.532
JY51-2,3126.875,2,213.353,87.307,12.874,130.003
JY51-2,3127,2,215.856,87.332,13.187,121.324
JY51-2,3127.75,2,220.436,86.589,12.897,100.257
JY51-2,3127.875,2,219.861,86.496,12.769,105.058
JY51-2,3128,2,217.983,86.474,12.637,103.454
JY51-2,3128.75,2,208.031,86.716,13.1,18.34
JY51-2,3128.875,2,208.617,86.818,13.139,24.706
JY51-2,3129,2,211.984,86.998,13.074,29.053
JY51-2,3129.75,2,206.528,88.497,12.015,21.696
JY51-2,3129.875,2,205.527,88.696,11.904,37.006
JY51-2,3130,2,206.843,88.952,11.731,71.285
JY51-2,3130.75,2,209.244,91.377,12.227,86.728
JY51-2,3130.875,2,212.2,91.659,12.254,80.249
JY51-2,3131,2,214.879,91.839,12.17,82.426
JY51-2,3131.75,2,219.961,91.684,12.059,92.576
JY51-2,3131.875,2,235.09,91.747,12.672,80.353
JY51-2,3132,2,253.443,91.821,13.445,62.62
JY51-2,3132.75,2,241.844,91.023,12.637,40.905
JY51-2,3132.875,2,236.655,90.954,12.715,47.521
JY51-2,3133,2,238.573,90.992,13.08,51.14
JY51-2,3133.75,2,233.777,93.004,12.706,39.466
JY51-2,3133.875,2,232.485,93.637,12.44,35.869
JY51-2,3134,2,232.517,94.347,12.481,29.466
JY51-2,3134.875,2,332.175,97.994,15.977,18.132
JY51-2,3135,2,341.333,98.232,16.073,14.019
JY51-2,3135.125,2,336.199,98.39,15.556,13.502
JY51-2,3135.75,2,276.671,98.397,12.583,20.761
JY51-2,3135.875,2,272.344,98.358,12.587,19.319
JY51-2,3136,2,266.95,98.324,12.574,20.238
JY51-2,3136.75,2,274.743,99,10.65,123.96
JY51-2,3136.875,2,293.19,99.162,10.741,99.418
JY51-2,3137,2,322.456,99.329,11.043,58.178
JY51-2,3138.25,2,404.745,100.284,11.309,19.634
JY51-2,3138.375,2,436.878,100.292,11.41,19.074
JY51-2,3138.5,2,457.92,100.375,11.954,26.341
JY51-2,3139.75,2,244.393,102.668,9.72,16.313
JY51-2,3139.875,2,232.701,102.827,10.917,20.606
JY51-2,3140,2,225.779,102.938,11.382,21.876
JY51-2,3140.75,2,217.185,103.791,10.56,37.996
JY51-2,3140.875,2,221.863,103.61,10.544,55.825
JY51-2,3141,2,225.801,103.315,10.508,65.907
JY51-2,3141.75,2,194.118,101.821,9.914,92.236
JY51-2,3141.875,2,184.389,102.104,9.918,101.744
JY51-2,3142,2,176.891,102.628,9.992,105.542
JY51-2,3142.75,2,159.184,104.986,15.175,26.269
JY51-2,3142.875,2,155.465,104.954,14.436,20.933
JY51-2,3143,2,155.957,104.782,13.825,14.779
JY51-2,3143.75,2,193.836,101.402,18.442,220.936
JY51-2,3143.875,2,195.247,100.645,18.693,193.663
JY51-2,3144,2,196.91,99.903,18.967,121.665
JY51-2,3144.75,2,160.242,96.731,15.495,43.415
JY51-2,3144.875,2,137.797,96.323,13.76,61.27
JY51-2,3145,2,110.346,95.926,11.296,107.925
