Well Name,Depth,Facies,GR,AC,DEN,CNL,LLS
JY41-5,2530,4,180.674,248.408,2.723,20.965,30.66
JY41-5,2530.625,4,178.624,249.629,2.731,19.956,32.51
JY41-5,2530.75,4,177.418,250.406,2.728,19.219,32.444
JY41-5,2530.875,4,177.107,251.216,2.727,18.727,32.223
JY41-5,2531.375,4,184.077,252.736,2.717,21.149,30.965
JY41-5,2531.5,4,184.536,252.677,2.715,21.433,30.845
JY41-5,2531.625,4,185.313,252.583,2.718,21.622,30.817
JY41-5,2532.375,4,181.358,253.602,2.726,20.768,30.6
JY41-5,2532.5,4,178.836,253.917,2.729,20.543,30.523
JY41-5,2532.625,4,177.019,254.249,2.732,19.989,30.435
JY41-5,2533.25,4,176.368,255.209,2.748,22.22,30.695
JY41-5,2533.375,4,178.819,255.004,2.746,21.306,29.364
JY41-5,2533.5,4,180.659,254.698,2.742,20.152,25.719
JY41-5,2534,4,187.24,253.679,2.742,20.76,15.809
JY41-5,2534.125,4,186.378,253.541,2.733,20.938,18.956
JY41-5,2534.25,4,183.233,253.293,2.724,20.942,23.895
JY41-5,2534.875,4,177.201,251.546,2.725,20.646,30.864
JY41-5,2535,4,174.544,252.181,2.721,21.156,27.992
JY41-5,2535.125,4,173.179,253.212,2.714,21.792,24.077
JY41-5,2535.875,4,182.827,255.4,2.699,20.677,31.094
JY41-5,2536,4,181.282,254.563,2.699,21.085,33.002
JY41-5,2536.125,4,181.363,253.808,2.696,21.292,33.177
JY41-5,2536.875,4,190.692,257.522,2.693,21.78,27.333
JY41-5,2537,4,193.229,258.335,2.695,21.826,27.467
JY41-5,2537.125,4,194.289,258.538,2.695,21.375,28.017
JY41-5,2537.875,4,188.411,253.603,2.716,20.225,23.773
JY41-5,2538,4,187.172,253.741,2.717,20.075,25.34
JY41-5,2538.125,4,187.972,254.11,2.715,20.001,25.316
JY41-5,2538.875,4,186.225,259.364,2.715,21.006,11.955
JY41-5,2539,4,189.167,259.999,2.706,19.994,15.535
JY41-5,2539.125,4,190.624,260.012,2.696,19.177,17.626
JY41-5,2540,4,186.347,258.339,2.706,19.871,22.065
JY41-5,2540.125,4,185.876,258.724,2.702,20.362,24.283
JY41-5,2540.25,4,182.737,259.065,2.699,20.521,26.337
JY41-5,2541.5,4,198.955,259.219,2.71,19.314,38.876
JY41-5,2541.625,4,195.759,259.344,2.709,19.352,39.047
JY41-5,2541.75,4,193.833,259.454,2.709,19.167,38.665
JY41-5,2542.625,4,213.597,257.861,2.691,19.044,20.896
JY41-5,2542.75,4,213.005,257.608,2.684,19.249,19.837
JY41-5,2542.875,4,211.356,257.574,2.675,19.219,18.55
JY41-5,2543.375,4,208.361,259.004,2.651,18.332,15.188
JY41-5,2543.5,4,207.693,259.275,2.645,18.468,11.56
JY41-5,2543.625,4,204.293,259.335,2.643,18.153,8.619
JY41-5,2544.375,4,193.576,255.294,2.67,19.687,32.334
JY41-5,2544.5,4,190.745,255.548,2.675,19.836,31.991
JY41-5,2544.625,4,187.679,256.479,2.679,20.117,30.246
JY41-5,2545.25,4,181.529,261.384,2.661,19.736,26.11
JY41-5,2545.375,4,183.592,261.623,2.664,18.919,28.722
JY41-5,2545.5,4,185.671,261.727,2.666,18.444,29.283
JY41-5,2546,4,186.347,258.892,2.645,19.365,15.716
JY41-5,2546.125,4,188.056,257.383,2.64,18.556,15.966
JY41-5,2546.25,4,189.358,255.968,2.64,17.899,18.051
JY41-5,2547,4,189.517,252.368,2.656,17.17,49.644
JY41-5,2547.125,4,185.922,251.095,2.661,16.751,41.697
JY41-5,2547.25,4,182.934,249.675,2.664,16.401,31.787
JY41-5,2548,4,187.422,254.492,2.673,15.31,36.673
JY41-5,2548.125,4,191.494,258.258,2.672,16.066,38.908
JY41-5,2548.25,4,196.788,262.074,2.67,17.319,39.565
JY41-5,2548.875,4,209.681,268.286,2.661,19.501,37.134
JY41-5,2549,4,226.167,272.177,2.628,19.771,19.643
JY41-5,2549.125,4,227.265,272.069,2.622,18.995,16.357
JY41-5,2550,4,224.231,271.349,2.617,18.242,15.604
JY41-5,2550.25,4,209.697,258.875,2.594,15.68,62.139
JY41-5,2551,4,203.426,255.842,2.614,15.717,66.853
JY41-5,2551.125,4,196.786,251.406,2.612,15.599,59.811
JY41-5,2551.25,4,202.558,255.024,2.598,16.662,54.222
JY41-5,2552.125,4,205.121,258.064,2.595,17.033,45.413
JY41-5,2552.25,4,236.308,262.619,2.651,17.923,28.567
JY41-5,2552.375,4,238.167,263.646,2.653,18.859,23.686
JY41-5,2553.25,4,233.436,264.675,2.649,19.509,17.091
JY41-5,2553.375,4,189.345,266.035,2.69,18.002,32.813
JY41-5,2553.5,4,194.573,267.743,2.686,17.587,25.437
JY41-5,2554,4,202.383,269.929,2.681,18.043,18.681
JY41-5,2554.125,4,201.701,274.962,2.66,20.837,18.336
JY41-5,2554.25,4,199.152,275.312,2.656,19.748,19.45
JY41-5,2554.5,4,200.275,275.912,2.654,19.044,19.369
JY41-5,2554.625,4,210.141,277.714,2.651,19.031,19.101
JY41-5,2554.75,4,214.849,278.49,2.649,19.108,19.229
JY41-5,2556,4,215.899,278.956,2.648,19.125,19.027
JY41-5,2556.125,4,203.313,275.996,2.65,20.228,32.877
JY41-5,2556.25,4,207.325,276.358,2.65,20.386,32.952
JY41-5,2556.875,5,208.796,277.032,2.649,20.826,32.608
JY41-5,2557,5,206.54,275.696,2.669,20.76,32.565
JY41-5,2557.125,4,211.89,275.105,2.669,19.957,32.826
JY41-5,2557.25,5,216.394,274.662,2.667,19.728,33.005
JY41-5,2557.375,5,219.059,273.804,2.663,19.939,31.896
JY41-5,2557.5,5,221.301,272.217,2.658,20.236,28.397
JY41-5,2557.625,5,222.288,269.969,2.659,20.257,22.878
JY41-5,2557.75,5,219.019,267.53,2.669,19.855,17.839
JY41-5,2557.875,5,212.127,265.33,2.686,18.928,15.046
JY41-5,2558,5,206.949,263.805,2.696,18.054,15.208
JY41-5,2558.125,5,204.513,262.725,2.695,17.971,18.369
JY41-5,2558.25,5,200.94,261.501,2.691,18.928,24.682
JY41-5,2558.375,5,193.492,259.639,2.696,19.958,31.811
JY41-5,2558.5,5,185.071,257.583,2.707,20.078,36.339
JY41-5,2558.625,5,182.01,256.205,2.718,19.262,35.468
JY41-5,2558.75,5,185.571,256.586,2.719,18.637,30.717
JY41-5,2559,5,204.926,262.689,2.691,20.236,21.38
JY41-5,2559.125,4,213.233,266.65,2.67,21.723,20.124
JY41-5,2559.25,4,216.993,269.823,2.652,22.391,21.055
JY41-5,2560,4,217.087,271.58,2.641,21.995,23.626
JY41-5,2560.125,4,201.586,269.349,2.663,18.766,31.048
JY41-5,2560.25,4,203.269,268.205,2.666,18.426,29.168
JY41-5,2561,4,203.825,266.862,2.669,18.35,26.296
JY41-5,2561.125,4,199.503,263.025,2.675,19.828,24.466
JY41-5,2561.25,4,201.476,263.584,2.67,20.262,24.772
JY41-5,2562,4,202.295,264.03,2.671,20.991,23.02
JY41-5,2562.125,4,199.093,261.659,2.681,18.572,30.383
JY41-5,2562.25,4,196.023,259.733,2.665,18.474,32.245
JY41-5,2563.125,3,204.875,234.661,2.65,15.364,38.067
JY41-5,2563.25,3,200.661,233.046,2.654,15.375,42.344
JY41-5,2563.75,3,192.464,231.648,2.66,14.778,49.387
JY41-5,2563.875,3,158.541,229.975,2.672,11.286,65.515
JY41-5,2564,3,155.52,230.674,2.678,11.867,65.196
JY41-5,2564.75,3,155.098,231.303,2.685,12.758,64.781
JY41-5,2564.875,3,159.902,234.444,2.679,14.472,59.074
JY41-5,2565,3,160.393,236.269,2.674,14.663,58.538
JY41-5,2566,4,160.523,238.058,2.671,14.808,58.196
JY41-5,2566.125,4,172.429,243.33,2.646,14.826,56.069
JY41-5,2566.25,4,174.058,242.662,2.641,14.629,56.305
JY41-5,2566.625,4,174.191,242.049,2.638,14.356,56.226
JY41-5,2566.75,4,171.805,242.13,2.63,14.084,55.951
JY41-5,2566.875,4,171.844,242.635,2.633,14.091,56.758
JY41-5,2567.625,3,172.628,243.134,2.633,13.938,57.152
JY41-5,2567.75,3,164.314,244.245,2.65,13.087,46.486
JY41-5,2567.875,3,164.189,244.276,2.647,13.345,48.031
JY41-5,2568.625,3,164.181,244.227,2.644,13.796,50.365
JY41-5,2568.75,3,181.129,245.416,2.628,14.075,20.902
JY41-5,2568.875,3,181.484,244.744,2.625,14.378,17.789
JY41-5,2570,3,179.584,243.47,2.618,14.357,19.879
JY41-5,2570.125,3,194.686,237.19,2.644,14.167,47.294
JY41-5,2570.25,3,185.233,236.344,2.652,13.469,48.076
JY41-5,2571.375,4,164.553,231.103,2.691,12.755,45.439
JY41-5,2571.5,4,167.477,233.485,2.684,13.613,45.676
JY41-5,2572.125,4,171.507,235.824,2.676,14.173,43.489
JY41-5,2572.25,4,178.792,241.142,2.635,13.141,39.187
JY41-5,2572.375,4,180.409,241.286,2.633,13.671,28.749
JY41-5,2573,4,180.39,241.186,2.64,14.657,17.231
JY41-5,2573.125,4,179.445,238.496,2.636,14.667,41.292
JY41-5,2574.125,3,171.511,237.796,2.637,14.311,51.817
JY41-5,2574.25,3,169.824,239.641,2.644,14.017,61.463
JY41-5,2574.375,3,165.928,239.22,2.642,13.837,54.998
JY41-5,2575.75,3,162.779,238.511,2.64,13.419,46.43
JY41-5,2575.875,3,178.003,235.485,2.65,14.568,55.844
JY41-5,2576,3,174.519,235.679,2.648,13.892,60.821
JY41-5,2576.375,4,169.647,235.154,2.653,13.01,64.783
JY41-5,2576.5,4,166.337,233.593,2.664,12.864,40.729
JY41-5,2576.625,4,166.2,234.225,2.66,13.618,27.373
JY41-5,2577.5,3,173.285,240.015,2.626,14.647,58.678
JY41-5,2577.625,3,172.173,239.874,2.622,14.198,59.07
JY41-5,2578.375,3,170.322,239.725,2.623,13.515,58.83
JY41-5,2578.5,3,176.621,242.061,2.624,14.213,56.245
JY41-5,2578.625,3,175.189,242.531,2.617,14.668,53.262
JY41-5,2579.375,3,172.771,242.4,2.62,14.918,50.912
JY41-5,2579.5,3,172.552,243.682,2.634,13.955,49.831
JY41-5,2579.625,3,182.054,245.784,2.632,14.52,46.198
JY41-5,2580.125,3,188.941,247.3,2.637,15.495,44.63
JY41-5,2580.25,3,173.683,247.552,2.64,13.407,49.259
JY41-5,2580.375,3,170.007,248.977,2.646,12.505,45.211
JY41-5,2581,4,171.452,251.371,2.65,12.908,40.642
JY41-5,2581.125,4,188.632,258.277,2.633,16.837,33.174
JY41-5,2581.25,4,185.84,258.119,2.631,16.286,31.475
JY41-5,2582.125,4,182.989,258.343,2.628,15.8,26.365
JY41-5,2582.25,4,188.116,261.861,2.618,16.97,42.117
JY41-5,2582.375,4,183.574,260.598,2.616,17.293,49.902
JY41-5,2583,3,177.455,259.094,2.616,17.547,52.99
JY41-5,2583.125,3,174.52,258.302,2.601,15.547,15.007
JY41-5,2583.25,3,176.783,260.133,2.602,15.593,13.05
JY41-5,2584,3,181.318,262.086,2.604,15.973,16.678
JY41-5,2584.125,3,173.995,259.973,2.638,15.657,54.703
JY41-5,2584.25,3,169.614,258.43,2.639,14.918,55.325
JY41-5,2584.875,3,168.014,257.437,2.633,14.566,54.668
JY41-5,2585,3,183.465,259.502,2.607,14.485,45.649
JY41-5,2585.125,3,181.611,259.835,2.605,14.416,46.683
JY41-5,2585.875,3,178.709,260.021,2.602,14.531,48.949
JY41-5,2586,3,175.467,257.939,2.587,14.508,64.355
JY41-5,2586.125,3,175.689,257.554,2.585,14.687,63.545
JY41-5,2586.875,4,177.12,257.844,2.581,15.13,62.373
JY41-5,2587,4,172.485,255.594,2.608,14.183,61.57
JY41-5,2587.5,3,178.931,253.753,2.607,13.39,61.299
JY41-5,2587.625,3,174.865,255.242,2.579,14.177,58.543
JY41-5,2587.75,3,177.89,255.735,2.579,14.128,58.425
JY41-5,2588.25,3,182.521,255.841,2.581,13.792,58.208
JY41-5,2588.375,3,182.611,256.147,2.573,13.862,54.634
JY41-5,2588.5,3,182.077,256.884,2.574,13.879,54.337
JY41-5,2589.25,4,184.195,257.827,2.573,13.822,54.333
JY41-5,2589.375,4,180.289,260.049,2.6,13.902,55.474
JY41-5,2589.5,4,187.911,260.764,2.595,14.151,56.024
JY41-5,2590,3,196.425,261.303,2.587,14.499,56.875
JY41-5,2590.125,3,199.122,263.684,2.577,14.329,42.431
JY41-5,2590.25,3,203.248,265.595,2.584,14.715,28.566
JY41-5,2590.75,3,207.846,267.631,2.6,15.637,17.94
JY41-5,2590.875,3,206.391,265.292,2.613,15.703,29.025
JY41-5,2591,3,206.396,263.224,2.602,14.308,35.667
JY41-5,2591.625,4,224.591,264.146,2.609,16.589,33.9
JY41-5,2591.75,4,221.792,263.805,2.61,17.291,31.016
JY41-5,2592.125,4,219.453,262.434,2.611,17.278,26.812
JY41-5,2592.25,4,206.544,253.336,2.638,14.84,23.082
JY41-5,2592.875,3,192.166,247.448,2.651,13.425,33.896
JY41-5,2593,3,197.125,244.679,2.624,12.86,28.066
JY41-5,2593.125,3,196.612,244.407,2.625,13.017,21.835
JY41-5,2594,4,193.395,243.562,2.629,13.177,18.517
JY41-5,2594.125,4,204.756,239.814,2.612,11.95,57.41
JY41-5,2594.25,4,205.576,240.681,2.614,11.914,59.195
JY41-5,2594.875,4,202.104,241.135,2.622,12.022,63.205
JY41-5,2595,4,199.093,237.712,2.612,12.037,41.81
JY41-5,2595.125,5,198.877,236.745,2.609,12.298,39.524
JY41-5,2595.25,5,198.393,235.695,2.607,12.262,42.874
JY41-5,2595.375,5,198.058,234.842,2.608,12.049,50.249
JY41-5,2595.5,5,195.853,234.401,2.616,11.934,57.622
JY41-5,2595.625,5,192.33,234.634,2.627,11.98,61.121
JY41-5,2595.75,5,189.898,235.71,2.634,12.032,60.225
JY41-5,2595.875,5,189.222,237.568,2.628,11.958,57.198
JY41-5,2596,5,188.601,239.631,2.616,11.853,53.036
JY41-5,2596.125,5,186.891,241.517,2.606,11.848,46.502
JY41-5,2596.25,5,185.888,242.971,2.609,12.032,37.646
JY41-5,2596.375,5,187.297,243.876,2.618,12.613,29.087
JY41-5,2596.5,5,190.715,244.091,2.626,13.668,23.758
JY41-5,2596.625,5,192.871,243.622,2.622,14.51,23.246
JY41-5,2596.875,3,191.861,242.734,2.611,14.338,28.818
JY41-5,2597,3,182.962,240.586,2.588,11.922,56.746
JY41-5,2597.125,3,178.033,239.958,2.586,11.279,65.71
JY41-5,2597.5,3,174.576,239.94,2.589,11.376,62.408
JY41-5,2597.625,3,176.678,241.866,2.592,12.736,37.334
JY41-5,2597.75,3,177.352,242.261,2.591,12.671,40.362
JY41-5,2598,3,177.064,242.365,2.589,12.319,46.892
JY41-5,2598.125,3,179.621,242.955,2.588,11.172,44.843
JY41-5,2598.25,3,186.635,243.763,2.594,10.958,33.346
JY41-5,2599,3,197.623,244.817,2.61,11.384,22.735
JY41-5,2599.125,3,189.561,243.856,2.621,12.205,25.713
JY41-5,2599.25,3,190.65,242.753,2.623,12.21,21.496
JY41-5,2600.125,3,192.043,241.893,2.627,12.212,20.003
JY41-5,2600.25,3,215.668,244.925,2.561,12.203,66.018
JY41-5,2600.375,3,218.968,245.006,2.562,12.161,65.471
JY41-5,2601.25,3,221.128,245.276,2.561,12.064,64.574
JY41-5,2601.375,3,208.536,244.58,2.554,11.922,27.313
JY41-5,2601.5,3,204.895,244.382,2.559,12.068,37.564
JY41-5,2602.125,3,201.955,244.504,2.565,12.413,46.079
JY41-5,2602.25,3,215.49,246.738,2.572,12.485,21.219
JY41-5,2602.375,3,215.713,246.327,2.558,12.197,28.301
JY41-5,2602.875,3,212.872,245.661,2.549,12.014,38.688
JY41-5,2603,3,199.345,245.908,2.55,12.757,53.948
JY41-5,2603.125,3,202.089,246.521,2.544,12.515,54.892
JY41-5,2603.375,3,206.246,246.97,2.542,12.184,55.459
JY41-5,2603.5,3,211.898,247.156,2.55,11.929,43.035
JY41-5,2603.625,3,211.615,246.821,2.555,11.982,31.098
JY41-5,2604.625,3,209.679,245.937,2.559,12.18,21.955
JY41-5,2604.75,3,207.178,242.944,2.557,10.787,52.464
JY41-5,2604.875,3,215.454,243.753,2.556,11.443,41.459
JY41-5,2605.625,3,221.195,243.723,2.564,11.9,31.353
JY41-5,2605.75,3,214.896,241.951,2.571,12.882,37.438
JY41-5,2605.875,3,212.919,242.216,2.573,12.488,29.747
JY41-5,2606.625,3,215.747,242.794,2.575,11.969,20.804
JY41-5,2606.75,3,230.913,249.027,2.549,12.636,22.545
JY41-5,2606.875,3,227.116,249.364,2.549,12.626,21.062
JY41-5,2607.625,3,224.172,249.535,2.545,12.515,19.765
JY41-5,2607.75,3,223.06,251.188,2.525,12.793,25.578
JY41-5,2607.875,3,222.867,251.252,2.527,12.782,31.727
JY41-5,2608.625,3,222.311,250.928,2.53,12.505,39.811
JY41-5,2608.75,3,203.647,244.484,2.532,10.085,50.671
JY41-5,2608.875,3,199.438,244.347,2.543,10.029,40.297
JY41-5,2609.5,3,198.176,244.24,2.554,10.111,33.298
JY41-5,2609.625,3,175.398,241.019,2.573,9.939,45.034
JY41-5,2609.75,3,182.158,241.498,2.562,9.948,46.845
JY41-5,2610.5,3,188.019,242.216,2.546,10.328,51.016
JY41-5,2610.625,3,205.167,248.024,2.527,9.634,21.39
JY41-5,2610.75,3,215.214,249.208,2.535,10.445,13.954
JY41-5,2611.5,3,224.492,249.54,2.534,11.313,10.969
JY41-5,2611.625,3,247.499,246.207,2.501,10.774,25.351
JY41-5,2611.75,3,247.18,246.25,2.494,10.932,26.115
JY41-5,2612.5,3,245.463,246.578,2.498,11.065,23.249
JY41-5,2612.625,3,231.26,252.164,2.494,11.267,13.88
JY41-5,2612.75,3,236.597,252.315,2.485,11.371,15.168
JY41-5,2613.5,3,242.518,252.026,2.479,11.466,21.176
JY41-5,2613.625,3,240.104,247.168,2.491,9.919,63.978
JY41-5,2613.75,3,235.295,246.424,2.485,9.894,66.97
JY41-5,2614.625,3,232.853,246.094,2.478,9.808,71.816
JY41-5,2614.75,3,342.241,265.573,2.489,12.722,14.338
JY41-5,2614.875,3,383.445,267.251,2.459,13.419,15.119
JY41-5,2615,5,418.372,266.23,2.432,13.646,16.956
JY41-5,2615.125,5,439.984,261.819,2.421,13.551,20.279
JY41-5,2615.25,5,435.24,254.145,2.431,13.059,26.792
JY41-5,2615.375,5,395.534,244.298,2.466,11.85,36.886
JY41-5,2615.5,5,326.75,234.854,2.518,9.94,46.304
JY41-5,2615.625,5,256.282,228.106,2.576,8.13,48.833
JY41-5,2615.75,5,213.388,226.21,2.613,7.306,42.848
JY41-5,2615.875,5,203.697,228.734,2.61,7.849,32.818
JY41-5,2616,5,210.302,234.457,2.569,9.559,23.516
JY41-5,2616.125,5,214.836,241.067,2.518,11.485,16.796
JY41-5,2616.25,5,213.092,246.825,2.481,12.634,12.651
JY41-5,2616.375,5,207.351,250.569,2.465,12.501,11.469
JY41-5,2616.5,5,198.681,252.206,2.465,11.476,13.82
JY41-5,2616.625,3,188.415,252.166,2.472,10.204,19.568
JY41-5,2616.75,3,182.427,250.89,2.48,9.304,26.249
JY41-5,2616.875,3,184.242,249.099,2.488,9.029,29.672
JY41-5,2617.625,3,190.967,247.141,2.496,9.515,28.278
JY41-5,2617.75,3,199.499,247.019,2.465,8.646,23.443
JY41-5,2617.875,3,202.452,248.231,2.462,9.069,22.022
JY41-5,2618.5,3,201.064,248.967,2.465,9.755,22.707
JY41-5,2618.625,3,174.656,247.25,2.458,9.24,24.36
JY41-5,2618.75,3,168.856,246.184,2.465,9.695,21.966
JY41-5,2619.625,3,162.439,244.483,2.469,10.233,27.822
JY41-5,2619.75,3,142.771,247.148,2.526,12.827,44.89
JY41-5,2619.875,3,138.054,249.61,2.53,14.202,34.561
JY41-5,2620.5,4,134.219,251.71,2.532,14.315,24.288
JY41-5,2620.75,4,168.608,273.406,2.535,16.95,35.107
JY56-z1,2864.75,4,186.334,239.097,2.729,19.99,37.771
JY56-z1,2865,4,183.139,237.273,2.724,18.82,38.364
JY56-z1,2865.375,4,180.382,236.383,2.714,17.588,39.994
JY56-z1,2865.5,4,178.409,237.074,2.71,17.545,40.82
JY56-z1,2865.625,4,178.192,238.154,2.703,17.407,41.743
JY56-z1,2866.375,5,152.601,223.37,2.714,13.397,71.349
JY56-z1,2866.5,5,133.628,214.84,2.744,11.741,90.943
JY56-z1,2866.75,5,104.356,202.746,2.762,10.043,152.793
JY56-z1,2867.125,5,115.596,213.184,2.684,11.452,163.46
JY56-z1,2867.25,5,131.687,221.84,2.658,12.74,130.628
JY56-z1,2867.375,5,149.31,232.963,2.648,14.258,92.214
JY56-z1,2867.625,3,177.197,254.803,2.662,17.57,49.864
JY56-z1,2867.875,3,192.797,264.676,2.681,19.717,32.84
JY56-z1,2868,4,198.527,264.848,2.688,19.396,30.062
JY56-z1,2868.25,4,202.489,264.334,2.702,18.806,27.772
JY56-z1,2868.375,4,200.754,263.861,2.708,19.299,27.537
JY56-z1,2868.625,4,198.02,262.39,2.706,19.351,29.079
JY56-z1,2868.75,4,199.364,261.685,2.701,18.796,29.802
JY56-z1,2869,4,203.933,261.522,2.695,18.61,27.495
JY56-z1,2869.25,4,200.315,263.08,2.689,19.113,24.408
JY56-z1,2869.375,4,199.042,263.997,2.688,19.239,24.848
JY56-z1,2869.5,4,200.104,264.448,2.689,19.268,26.862
JY56-z1,2869.75,4,203.809,263.232,2.699,19.294,33.652
JY56-z1,2869.875,4,202.465,261.771,2.701,19.179,36.891
JY56-z1,2870,4,198.784,259.954,2.698,18.719,39.25
JY56-z1,2870.25,4,193.824,256.697,2.691,17.834,42.147
JY56-z1,2870.375,4,194.304,256.262,2.695,17.845,43.342
JY56-z1,2870.625,4,195.741,259.285,2.695,17.786,43.948
JY56-z1,2870.875,4,199.771,265.331,2.681,17.16,42.177
JY56-z1,2871,4,204.394,268.315,2.682,16.989,40.938
JY56-z1,2871.25,4,211.455,271.449,2.673,17.146,38.432
JY56-z1,2871.5,4,226.782,268.876,2.647,17.3,37.647
JY56-z1,2871.625,4,230.538,264.967,2.633,17.252,38.078
JY56-z1,2871.75,4,224.608,260.144,2.634,16.958,38.661
JY56-z1,2872,3,200.83,249.726,2.667,15.484,39.812
