Well Name,…Ó∂»,GR,AC,DEN,CNL,LLS
JY4,2552.625,168.644,75.379,2.675,15.053,24.762
JY4,2552.75,170.55,75.718,2.668,15.423,28.25
JY4,2552.875,173.224,75.872,2.661,15.58,31.405
JY4,2553,175.628,75.896,2.657,15.32,33.488
JY4,2553.125,176.936,75.851,2.656,14.852,34.693
JY4,2553.25,176.387,75.924,2.658,14.473,35.568
JY4,2553.375,173.482,76.183,2.666,14.272,36.362
JY4,2553.5,169.343,76.479,2.675,14.209,37.043
JY4,2553.625,166.545,76.627,2.677,14.286,37.588
JY4,2553.75,166.725,76.626,2.669,14.494,38
JY4,2553.875,169.079,76.624,2.653,14.756,38.219
JY4,2554,171.265,76.718,2.641,14.92,38.143
JY4,2554.125,171.741,76.918,2.643,14.89,37.749
JY4,2554.25,170.373,77.142,2.66,14.689,37.337
JY4,2554.375,167.972,77.192,2.68,14.401,37.353
JY4,2554.5,165.272,76.831,2.683,14.196,37.665
JY4,2554.625,162.798,76.003,2.668,14.216,36.765
JY4,2554.75,161.32,75.092,2.647,14.393,33.155
JY4,2554.875,162.143,74.633,2.634,14.546,27.095
JY4,2555,166.431,74.712,2.63,14.632,20.932
JY4,2555.125,173.452,75.075,2.631,14.804,16.802
JY4,2555.25,179.564,75.782,2.632,15.157,15.697
JY4,2555.375,180.801,77.136,2.635,15.609,17.47
JY4,2555.5,176.072,78.824,2.64,15.934,21.534
JY4,2555.625,168.124,80.019,2.65,15.871,26.821
JY4,2555.75,161.091,80.62,2.664,15.459,31.66
JY4,2555.875,157.717,80.858,2.679,15.132,34.644
JY4,2556,158.67,80.354,2.69,15.229,35.379
JY4,2556.125,162.25,79.357,2.693,15.727,34.426
JY4,2556.25,166.024,78.898,2.69,16.228,32.595
JY4,2556.375,169.11,79.008,2.683,16.623,30.69
JY4,2556.5,172.2,79.313,2.672,17.175,29.234
JY4,2556.625,175.549,80.179,2.657,17.676,28.296
JY4,2556.75,177.464,81.435,2.643,17.482,27.502
JY4,2556.875,176.767,82.41,2.636,16.547,26.689
JY4,2557,175.5,83.114,2.637,15.596,26.304
JY4,2557.125,176.172,83.612,2.64,15.241,26.586
JY4,2557.25,178.621,83.609,2.641,15.251,27.203
JY4,2557.375,180.611,83.215,2.64,15.316,27.575
JY4,2557.5,181.148,82.815,2.638,15.494,26.954
JY4,2557.625,180.993,82.515,2.637,15.794,24.24
JY4,2557.75,180.934,82.246,2.638,15.991,19.114
JY4,2557.875,181.263,82.031,2.639,15.949,13.056
JY4,2558,182.164,82.049,2.637,15.925,8.417
JY4,2558.125,182.782,82.486,2.63,16.201,6.568
JY4,2558.25,181.938,83.329,2.623,16.644,7.902
JY4,2558.375,179.492,84.27,2.618,16.931,12.943
JY4,2558.5,176.768,85.097,2.618,16.931,20.641
JY4,2558.625,174.607,85.582,2.617,16.691,28.332
JY4,2558.75,172.056,85.511,2.615,16.262,33.465
JY4,2558.875,168.129,84.921,2.611,15.748,35.972
JY4,2559,163.415,84.057,2.612,15.342,37.068
JY4,2559.125,160.679,83.147,2.619,15.163,36.241
JY4,2559.25,162.251,82.346,2.63,15.243,31.865
JY4,2559.375,167.672,81.824,2.644,15.503,23.763
JY4,2559.5,173.995,81.617,2.655,15.846,14.904
JY4,2559.625,178.766,81.638,2.656,16.144,8.687
JY4,2559.75,181.245,81.902,2.648,16.349,6.754
JY4,2559.875,181.51,82.476,2.637,16.499,9.021
JY4,2560,179.504,83.245,2.631,16.71,14.853
JY4,2560.125,176.02,84.013,2.628,16.852,22.55
JY4,2560.25,172.983,84.739,2.626,16.688,29.212
JY4,2560.375,170.954,85.356,2.623,16.249,33.19
JY4,2560.5,168.651,85.745,2.625,15.715,35.209
JY4,2560.625,165.973,85.838,2.634,15.373,36.654
JY4,2560.75,165.019,85.436,2.646,15.331,37.857
JY4,2560.875,167.723,84.566,2.651,15.474,38.596
JY4,2561,172.752,83.699,2.646,15.497,38.947
JY4,2561.125,175.999,83.127,2.632,15.228,39.101
JY4,2561.25,175.384,82.794,2.616,14.847,39.136
JY4,2561.375,172.762,82.882,2.606,14.657,39.107
JY4,2561.5,171.309,83.494,2.606,14.64,39.116
JY4,2561.625,172.046,84.122,2.617,14.656,39.161
JY4,2561.75,173.524,84.316,2.631,14.667,39.125
JY4,2561.875,173.177,84.218,2.641,14.617,39.02
JY4,2562,170.234,84.075,2.641,14.481,39.168
JY4,2562.125,166.247,83.873,2.632,14.369,39.979
JY4,2562.25,164.369,83.54,2.622,14.361,41.291
JY4,2562.375,166.268,83.132,2.614,14.488,42.083
JY4,2562.5,170.404,82.795,2.611,14.706,41.305
JY4,2562.625,173.582,82.683,2.612,14.928,39.148
JY4,2562.75,173.946,82.931,2.616,15.109,36.85
JY4,2562.875,171.327,83.634,2.623,15.23,35.84
JY4,2563,167.689,84.603,2.63,15.274,36.787
JY4,2563.125,165.401,85.132,2.631,15.186,39.272
JY4,2563.25,165.875,84.599,2.622,14.881,42.024
JY4,2563.375,168.68,83.333,2.608,14.454,43.779
JY4,2563.5,172.4,81.973,2.596,14.193,44.156
JY4,2563.625,175.578,80.777,2.592,14.133,43.86
JY4,2563.75,177.776,80.138,2.596,14.101,43.938
JY4,2563.875,179.77,80.365,2.6,14.022,44.925
JY4,2564,182.338,80.907,2.597,13.966,46.493
JY4,2564.125,185.011,81.195,2.589,13.962,47.912
JY4,2564.25,186.709,81.393,2.582,13.846,48.776
JY4,2564.375,187.658,81.756,2.579,13.685,49.014
JY4,2564.5,189.114,82.149,2.58,13.899,48.482
JY4,2564.625,190.934,82.38,2.582,14.564,47.092
JY4,2564.75,190.872,82.546,2.582,15.376,45.373
JY4,2564.875,186.979,82.723,2.584,15.881,44.023
JY4,2565,180.354,82.758,2.591,15.906,43.516
JY4,2565.125,175.637,82.599,2.6,15.567,43.955
JY4,2565.25,176.857,82.324,2.605,15.156,45.16
JY4,2565.375,183.25,81.972,2.604,14.856,46.57
JY4,2565.5,190.391,81.641,2.597,14.813,47.489
JY4,2565.625,194.423,81.508,2.589,14.963,47.636
JY4,2565.75,194.748,81.725,2.584,15.173,47.43
JY4,2565.875,193.918,82.305,2.581,15.246,47.244
JY4,2566,195.008,82.832,2.581,15.176,46.04
JY4,2566.125,198.795,82.83,2.583,15.122,41.535
JY4,2566.25,204.404,82.434,2.588,15.18,32.923
JY4,2566.375,210.887,82.222,2.596,15.29,22.644
JY4,2566.5,217.659,82.737,2.605,15.47,14.514
JY4,2566.625,223.484,83.998,2.613,15.88,10.412
JY4,2566.75,225.928,85.621,2.619,16.549,9.98
JY4,2566.875,224.448,87.463,2.623,17.221,12.109
JY4,2567,220.495,88.957,2.625,17.559,15.892
JY4,2567.125,215.203,89.162,2.628,17.49,19.822
JY4,2567.25,209.434,88.381,2.636,17.125,22.243
JY4,2567.375,203.885,87.413,2.651,16.574,22.553
JY4,2567.5,198.981,86.037,2.665,15.933,21.741
JY4,2567.625,195.423,84.259,2.672,15.373,21.312
JY4,2567.75,194.619,82.847,2.671,14.918,22.419
JY4,2567.875,196.737,81.812,2.668,14.523,25.055
JY4,2568,199.938,80.663,2.666,14.139,28.237
JY4,2568.125,201.148,79.598,2.663,13.862,30.434
JY4,2568.25,199.563,79.054,2.655,13.834,30.397
JY4,2568.375,196.637,78.863,2.646,13.952,27.625
JY4,2568.5,194.287,78.789,2.636,13.935,22.797
JY4,2568.625,193.248,78.974,2.63,13.619,17.744
JY4,2568.75,193.103,79.367,2.627,13.254,14.381
JY4,2568.875,193.35,79.542,2.629,13.003,14.077
JY4,2569,194.372,79.226,2.632,12.723,17.941
JY4,2569.125,196.93,78.569,2.632,12.331,26.78
JY4,2569.25,199.876,77.782,2.626,12.029,38.319
JY4,2569.375,201.498,76.917,2.617,12.036,48.165
JY4,2569.5,201.4,76.263,2.609,12.252,53.042
JY4,2569.625,200.124,76.217,2.606,12.53,53.952
JY4,2569.75,197.737,76.711,2.607,12.794,53.747
JY4,2569.875,194.116,77.342,2.609,12.952,53.798
JY4,2570,191.538,77.786,2.617,12.903,53.648
JY4,2570.125,192.724,77.874,2.625,12.779,52.363
JY4,2570.25,195.915,77.732,2.628,12.75,49.916
JY4,2570.375,197.145,77.681,2.626,12.832,47.269
JY4,2570.5,195.609,77.852,2.623,12.867,45.47
JY4,2570.625,194.746,78.011,2.623,12.849,45.098
JY4,2570.75,196.023,77.948,2.624,12.933,46.326
JY4,2570.875,196.005,77.799,2.625,13.12,48.902
JY4,2571,192.839,77.677,2.628,13.184,51.707
JY4,2571.125,188.991,77.402,2.631,12.926,53.574
JY4,2571.25,186.987,76.999,2.632,12.545,54.311
JY4,2571.375,185.878,76.852,2.627,12.45,54.499
JY4,2571.5,184.524,76.931,2.622,12.722,53.72
JY4,2571.625,184.663,76.762,2.624,13.078,49.335
JY4,2571.75,187.478,76.42,2.636,13.265,39.848
JY4,2571.875,191.095,76.513,2.647,13.447,27.335
JY4,2572,192.553,77.095,2.65,13.75,16.611
JY4,2572.125,190.851,77.847,2.643,13.855,10.867
JY4,2572.25,186.741,78.992,2.631,13.537,11.378
JY4,2572.375,181.493,80.403,2.622,13,19.425
JY4,2572.5,176.007,81.094,2.618,12.586,34.187
JY4,2572.625,170.969,80.744,2.616,12.274,49.619
JY4,2572.75,167.606,79.87,2.614,11.99,58.297
JY4,2572.875,167.14,78.681,2.612,11.849,58.492
JY4,2573,169.668,77.511,2.611,11.985,55.026
JY4,2573.125,173.261,76.976,2.607,12.408,52.484
JY4,2573.25,176.405,76.98,2.604,12.891,50.367
JY4,2573.375,180.954,76.877,2.604,13.268,45.241
JY4,2573.5,189.103,76.429,2.605,13.44,36.129
JY4,2573.625,198.906,76.105,2.603,13.512,25.698
JY4,2573.75,204.622,76.421,2.6,13.66,17.866
JY4,2573.875,203.209,77.259,2.601,13.827,14.399
JY4,2574,197.456,78.26,2.607,13.648,15.321
JY4,2574.125,192.503,79.102,2.617,12.995,20.496
JY4,2574.25,190.56,79.263,2.628,12.323,28.657
JY4,2574.375,191.366,78.429,2.638,12.002,35.418
JY4,2574.5,194.111,77.139,2.64,12.03,36.601
JY4,2574.625,197.629,76.269,2.63,12.103,32.396
JY4,2574.75,200.458,76.127,2.613,12.157,27.343
JY4,2574.875,201.698,76.536,2.596,12.239,25.924
JY4,2575,201.865,77.204,2.585,12.277,30.36
JY4,2575.125,202.108,77.716,2.581,12.193,40.283
JY4,2575.25,203.508,77.876,2.581,12.059,51.912
JY4,2575.375,207.078,77.966,2.583,12.061,59.628
JY4,2575.5,212.368,78.243,2.583,12.249,60.992
JY4,2575.625,217.205,78.696,2.581,12.556,58.456
JY4,2575.75,219.348,79.294,2.578,12.898,55.84
JY4,2575.875,218.592,79.834,2.575,13.135,54.281
JY4,2576,216.588,80.044,2.571,13.151,52.435
JY4,2576.125,214.331,79.945,2.565,12.986,48.591
JY4,2576.25,211.641,79.714,2.561,12.805,43.014
JY4,2576.375,208.139,79.465,2.56,12.752,37.651
JY4,2576.5,203.837,79.343,2.562,12.738,34.693
JY4,2576.625,199.72,79.462,2.566,12.542,35.276
JY4,2576.75,197.481,79.729,2.57,12.154,39.759
JY4,2576.875,197.693,79.954,2.571,11.715,47.149
JY4,2577,199.424,80.053,2.57,11.492,55.014
JY4,2577.125,200.507,80.052,2.571,11.582,61.007
JY4,2577.25,199.47,80.013,2.574,11.905,64.582
JY4,2577.375,196.999,79.968,2.577,12.276,66.205
JY4,2577.5,195.478,79.894,2.58,12.62,65.163
JY4,2577.625,196.204,79.779,2.584,12.84,60.249
JY4,2577.75,198.407,79.721,2.59,12.858,51.373
JY4,2577.875,200.682,79.784,2.596,12.749,40.437
JY4,2578,203.101,79.894,2.599,12.816,30.224
JY4,2578.125,205.569,80.035,2.597,13.013,22.68
JY4,2578.25,205.94,80.244,2.594,13.013,18.468
JY4,2578.375,202.712,80.38,2.592,12.681,17.403
JY4,2578.5,197.5,80.305,2.592,12.304,19.835
JY4,2578.625,193.905,80.107,2.591,12.085,26.59
JY4,2578.75,193.447,79.902,2.59,12.03,36.899
JY4,2578.875,194.368,79.719,2.588,12.094,47.249
JY4,2579,194.828,79.604,2.586,12.199,53.873
JY4,2579.125,194.929,79.607,2.584,12.132,56.287
JY4,2579.25,195.724,79.732,2.588,11.91,57.634
JY4,2579.375,197.265,79.886,2.598,11.783,60.434
JY4,2579.5,198.898,79.871,2.612,11.865,63.395
JY4,2579.625,200.686,79.518,2.619,12.042,62.737
JY4,2579.75,202.91,78.99,2.615,12.135,57.286
JY4,2579.875,203.907,78.645,2.603,12.058,49.801
JY4,2580,200.842,78.524,2.592,11.765,44.472
JY4,2580.125,194.452,78.487,2.586,11.407,43.344
JY4,2580.25,190.955,78.279,2.585,11.26,46.101
JY4,2580.375,196.635,77.606,2.588,11.5,50.396
JY4,2580.5,210.972,76.766,2.593,12.02,52.783
JY4,2580.625,226.493,76.29,2.597,12.606,50.243
JY4,2580.75,236.126,76.22,2.6,13.12,43.497
JY4,2580.875,237.295,76.759,2.6,13.51,35.969
JY4,2581,230.194,78.105,2.596,13.676,30.856
JY4,2581.125,218.884,79.489,2.59,13.375,28.647
JY4,2581.25,209.92,80.055,2.584,12.682,27.727
JY4,2581.375,207.983,79.795,2.578,11.908,26.56
JY4,2581.5,211.062,79.062,2.572,11.523,25.046
JY4,2581.625,213.939,78.193,2.565,11.66,24.041
JY4,2581.75,215.504,77.55,2.561,12.149,24.098
JY4,2581.875,217.481,77.486,2.562,12.535,25.101
JY4,2582,218.75,78.133,2.567,12.576,26.58
JY4,2582.125,216.647,79.158,2.569,12.294,27.815
JY4,2582.25,212.266,79.992,2.564,11.931,28.312
JY4,2582.375,209.628,80.392,2.556,11.68,28.922
JY4,2582.5,209.231,80.516,2.552,11.685,31.34
JY4,2582.625,208.555,80.529,2.553,11.932,35.429
JY4,2582.75,207.478,80.453,2.556,12.237,38.001
JY4,2582.875,208.934,80.368,2.556,12.249,36.737
JY4,2583,214.074,80.327,2.552,11.939,32.733
JY4,2583.125,219.509,80.216,2.544,11.574,29.232
JY4,2583.25,222.542,80.05,2.535,11.473,28.332
JY4,2583.375,223.574,79.987,2.528,11.603,30.532
JY4,2583.5,223.249,80.019,2.525,11.749,35.174
JY4,2583.625,220.618,80.076,2.526,11.731,40.441
JY4,2583.75,214.846,80.185,2.527,11.522,43.936
JY4,2583.875,207.927,80.202,2.531,11.156,44.827
JY4,2584,202.315,79.887,2.538,10.849,43.945
JY4,2584.125,198.586,79.386,2.55,10.78,42.111
JY4,2584.25,196.672,78.997,2.563,10.894,39.718
JY4,2584.375,197.175,78.61,2.571,10.868,37.509
JY4,2584.5,200.467,78.215,2.565,10.646,36.873
JY4,2584.625,206.432,78.093,2.544,10.565,37.759
JY4,2584.75,216.359,78.147,2.522,10.861,37.442
JY4,2584.875,231.61,78.045,2.512,11.501,33.031
JY4,2585,250.583,77.86,2.516,12.262,25.245
JY4,2585.125,268.837,77.954,2.527,12.92,17.878
JY4,2585.25,281.498,78.551,2.538,13.158,13.725
JY4,2585.375,285.483,79.411,2.544,12.778,12.865
JY4,2585.5,279.139,80.207,2.545,12.038,14.345
JY4,2585.625,265.086,80.887,2.54,11.392,17.043
JY4,2585.75,249.236,81.261,2.526,11.047,19.687
JY4,2585.875,237.879,81.089,2.511,10.909,21.207
JY4,2586,233.766,80.616,2.501,10.874,21.871
JY4,2586.125,235.778,80.163,2.5,10.927,22.6
JY4,2586.25,240.164,79.769,2.508,11.055,23.148
JY4,2586.375,243.338,79.464,2.519,11.164,22.591
JY4,2586.5,243.439,79.222,2.529,11.184,21.058
JY4,2586.625,240.754,78.981,2.533,11.18,20.144
JY4,2586.75,236.234,78.911,2.532,11.201,21.448
JY4,2586.875,230.679,79.074,2.529,11.193,26.894
JY4,2587,226.646,79.161,2.525,11.117,37.538
JY4,2587.125,227.176,79.084,2.518,10.96,51.718
JY4,2587.25,233.622,79.01,2.511,10.742,64.91
JY4,2587.375,244.307,78.947,2.505,10.572,72.523
JY4,2587.5,257.652,78.799,2.503,10.568,71.195
JY4,2587.625,275.619,78.554,2.506,10.775,59.877
JY4,2587.75,300.131,78.399,2.512,11.167,42.596
JY4,2587.875,330.458,78.564,2.516,11.654,26.68
JY4,2588,364.088,79.018,2.511,12.149,17.177
JY4,2588.125,398.465,79.7,2.496,12.516,13.557
JY4,2588.25,429.312,80.752,2.478,12.623,12.933
JY4,2588.375,445.232,82.068,2.471,12.345,13.649
JY4,2588.5,430.285,83.141,2.483,11.638,15.19
JY4,2588.625,371.595,83.569,2.52,10.485,18.39
JY4,2588.75,281.834,83.054,2.58,9.013,26.989
JY4,2588.875,190.535,81.131,2.658,7.614,47.982
JY4,2589,126.457,77.232,2.739,6.596,89.649
JY4,2589.125,101.807,71.422,2.798,6.22,145.869
JY4,2589.25,116.474,64.82,2.809,6.433,190.1
JY4,2589.375,162.027,58.872,2.771,7.233,192.114
JY4,2589.5,218.844,55.035,2.711,8.681,150.975
JY4,2589.625,262.891,54.784,2.655,10.712,94.285
JY4,2589.75,280.285,58.592,2.612,12.907,50.867
JY4,2589.875,274.516,65.051,2.573,14.153,28.12
JY4,2590,257.164,72.205,2.532,13.952,18.766
JY4,2590.125,237.892,78.361,2.497,12.961,15.072
JY4,2590.25,221.308,82.177,2.478,11.916,12.899
JY4,2590.375,208.817,83.353,2.475,11.178,10.992
JY4,2590.5,200.045,83.064,2.483,10.851,9.567
JY4,2590.625,194.062,82.631,2.493,10.66,9.3
JY4,2590.75,190.186,82.146,2.502,10.37,11.066
JY4,2590.875,188.308,81.253,2.513,10.127,14.941
JY4,2591,188.287,79.976,2.528,10.217,19.072
JY4,2591.125,188.982,78.506,2.542,10.477,20.414
JY4,2591.25,188.949,77.514,2.55,10.442,18.098
JY4,2591.375,187.868,77.564,2.548,9.972,14.385
JY4,2591.5,187.79,78.006,2.539,9.443,12.346
JY4,2591.625,190.171,77.984,2.527,9.155,13.433
JY4,2591.75,192.777,77.521,2.519,9.218,17.573
JY4,2591.875,192.561,76.809,2.515,9.504,23.153
JY4,2592,189.234,76.126,2.513,9.811,28.105
JY4,2592.125,184.807,76.359,2.51,9.94,31.884
JY4,2592.25,180.12,77.821,2.507,9.823,37.053
JY4,2592.375,174.193,79.155,2.509,9.493,46.985
JY4,2592.5,167.033,79.084,2.515,9.128,60.094
JY4,2592.625,160.109,78.029,2.519,8.916,70.162
JY4,2592.75,154.578,76.834,2.515,9.011,72.194
JY4,2592.875,150.1,75.965,2.505,9.33,67.705
JY4,2593,145.614,75.734,2.496,9.721,62.209
JY4,2593.125,141.099,75.974,2.491,10.003,59.553
JY4,2593.25,137.77,76.172,2.492,10.182,58.915
JY4,2593.375,136.183,76.052,2.5,10.478,57.112
JY4,2593.5,134.963,75.752,2.511,11.205,51.523
JY4,2593.625,132.361,75.916,2.524,12.394,42.976
JY4,2593.75,128.848,76.891,2.537,13.682,34.444
JY4,2593.875,127.437,78.357,2.547,14.455,27.747
JY4,2594,130.217,79.826,2.551,14.634,22.419
JY4,2594.125,136.842,80.967,2.549,14.648,17.553
JY4,2594.25,145.13,81.43,2.547,14.925,13.342
JY4,2594.375,153.015,81.035,2.551,15.574,10.584
JY4,2594.5,159.693,80.352,2.561,16.428,10.206
JY4,2594.625,165.486,80.421,2.57,17.227,12.889
JY4,2594.75,170.874,81.418,2.577,17.928,18.352
JY4,2594.875,175.235,82.968,2.586,18.567,24.506
JY4,2595,177.627,85.063,2.604,18.904,28.422
JY4,2595.125,177.957,87.161,2.635,18.683,28.884
JY4,2595.25,176.941,88.117,2.672,17.981,27.067
JY4,2595.375,175.122,87.251,2.709,17.059,24.753
JY4,2595.5,170.967,84.838,2.743,16.171,22.763
JY4,2595.625,159.894,81.722,2.774,15.307,21.581
JY4,2595.75,138.997,78.652,2.801,13.933,21.994
